dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl250_mr15_nv10_9,1,0.1,0.182,0.333,0.3,0.316,0.364,0.4,0.381,0.286,0.2,0.235
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR015_sl1000_mr025_nv10_18,1,0.595,0.746,0.824,0.757,0.789,0.778,0.757,0.767,0.879,0.784,0.829
SIR01_sl1000_mr075_nv10_10,1,0.625,0.769,1,0.875,0.933,1,1,1,1,1,1
SIR003_sl1000_mr05_nv5_2,0.625,0.417,0.5,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl250_mr05_nv10_14,0.833,0.625,0.714,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr05_nv10_16,0.952,0.909,0.93,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955
SEIR01_sl1000_mr025_nv10_16,0.947,0.857,0.9,0.974,0.881,0.925,0.949,0.881,0.914,0.907,0.929,0.918
SIR01_sl1000_mr15_nv5_15,0.75,0.6,0.667,0.705,0.689,0.697,0.721,0.689,0.705,0.721,0.689,0.705
SEIR01_sl1000_mr0125_nv10_13,1,0.8,0.889,1,1,1,1,1,1,1,1,1
SIR003_sl1000_mr05_nv5_13,0.857,0.545,0.667,0.9,0.818,0.857,0.818,0.818,0.818,0.833,0.909,0.87
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.929,0.867,0.897,0.933,0.933,0.933,0.929,0.867,0.897
SIR003_sl500_mr05_nv10_16,0.75,0.5,0.6,0.7,0.583,0.636,0.727,0.667,0.696,0.643,0.75,0.692
SEIR01_sl1000_mr025_nv10_15,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl250_mr025_nv10_8,1,0.353,0.522,0.938,0.882,0.909,0.879,0.853,0.866,0.903,0.824,0.862
SEIR015_sl250_mr025_nv10_20,0.909,0.303,0.455,0.714,0.758,0.735,0.722,0.788,0.754,0.73,0.818,0.771
SEIR01_sl250_mr025_nv10_1,0.882,0.333,0.484,0.75,0.667,0.706,0.738,0.689,0.713,0.763,0.644,0.699
SIR003_sl1000_mr05_nv5_4,1,0.786,0.88,0.917,0.786,0.846,0.917,0.786,0.846,0.929,0.929,0.929
SEIR015_sl500_mr025_nv10_13,1,0.429,0.6,0.76,0.679,0.717,0.778,0.75,0.764,0.75,0.857,0.8
SIR003_sl1000_mr05_nv20_13,0.755,0.685,0.718,0.864,0.704,0.776,0.864,0.704,0.776,0.722,0.722,0.722
SEIR01_sl1000_mr0125_nv10_3,1,0.868,0.93,0.947,0.947,0.947,0.881,0.974,0.925,0.902,0.974,0.937
SIR003_sl1000_mr025_nv10_3,1,0.692,0.818,0.952,0.769,0.851,0.955,0.808,0.875,1,0.731,0.844
SEIR01_sl1000_mr025_nv5_3,0.875,0.7,0.778,0.818,0.9,0.857,0.818,0.9,0.857,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_17,1,0.615,0.762,0.833,0.769,0.8,0.769,0.769,0.769,0.769,0.769,0.769
SIR01_sl1000_mr3_nv10_8,1,0.5,0.667,1,0.6,0.75,0.857,0.6,0.706,0.875,0.7,0.778
SEIR01_sl1000_mr0125_nv10_6,0.911,0.854,0.882,0.955,0.875,0.913,0.909,0.833,0.87,0.917,0.917,0.917
SIR01_sl1000_mr075_nv10_19,0.571,0.364,0.444,0.5,0.273,0.353,0.571,0.364,0.444,0.571,0.364,0.444
SIR01_sl500_mr15_nv10_13,0.6,0.429,0.5,0.714,0.714,0.714,0.625,0.714,0.667,0.714,0.714,0.714
SEIR01_sl1000_mr0125_nv10_10,0.923,0.889,0.906,0.92,0.852,0.885,0.902,0.852,0.876,0.926,0.926,0.926
SIR003_sl1000_mr1_nv10_13,0.4,0.333,0.364,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
SEIR01_sl1000_mr025_nv5_10,1,0.455,0.625,0.926,0.758,0.833,0.957,0.667,0.786,0.962,0.758,0.847
SIR003_sl1000_mr1_nv10_11,0.875,0.7,0.778,0.778,0.7,0.737,0.818,0.9,0.857,0.727,0.8,0.762
SIR003_sl1000_mr05_nv5_7,0.603,0.514,0.555,0.796,0.581,0.672,0.83,0.595,0.693,0.616,0.608,0.612
SIR01_sl1000_mr3_nv10_2,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr0125_nv10_13,0.936,0.88,0.907,0.896,0.86,0.878,0.913,0.84,0.875,0.94,0.94,0.94
SIR003_sl1000_mr1_nv10_2,0.727,0.635,0.678,0.767,0.73,0.748,0.738,0.714,0.726,0.683,0.683,0.683
SEIR01_sl1000_mr025_nv20_6,1,0.909,0.952,0.917,1,0.957,0.917,1,0.957,0.917,1,0.957
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.833,0.909,0.87,0.833,0.909,0.87,0.955,0.955,0.955
SEIR015_sl500_mr025_nv10_9,1,0.182,0.308,0.692,0.818,0.75,0.6,0.818,0.692,0.667,0.727,0.696
SIR01_sl1000_mr15_nv5_10,1,0.727,0.842,1,0.727,0.842,1,0.727,0.842,0.889,0.727,0.8
SEIR015_sl1000_mr025_nv10_19,0.933,0.737,0.824,0.882,0.789,0.833,0.75,0.789,0.769,0.895,0.895,0.895
SEIR01_sl500_mr025_nv10_7,0.957,0.647,0.772,0.857,0.882,0.87,0.861,0.912,0.886,0.861,0.912,0.886
SEIR015_sl1000_mr0125_nv10_10,1,0.526,0.69,0.875,0.737,0.8,0.833,0.789,0.811,1,0.789,0.882
SEIR015_sl1000_mr025_nv10_6,0.93,0.87,0.899,0.953,0.891,0.921,0.953,0.891,0.921,0.915,0.935,0.925
SIR01_sl1000_mr075_nv10_8,0.909,0.625,0.741,0.909,0.625,0.741,0.917,0.688,0.786,0.909,0.625,0.741
SEIR015_sl1000_mr025_nv10_4,0.972,0.795,0.875,0.884,0.864,0.874,0.927,0.864,0.894,0.872,0.932,0.901
SEIR01_sl1000_mr025_nv20_11,0.667,0.4,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl1000_mr05_nv20_19,0.758,0.676,0.714,0.784,0.784,0.784,0.763,0.784,0.773,0.737,0.757,0.747
SEIR015_sl1000_mr025_nv5_7,0.87,0.769,0.816,0.739,0.654,0.694,0.704,0.731,0.717,0.815,0.846,0.83
SIR003_sl500_mr05_nv10_3,0.818,0.621,0.706,0.875,0.724,0.792,0.786,0.759,0.772,0.786,0.759,0.772
SEIR01_sl1000_mr05_nv10_18,0.957,0.786,0.863,0.879,0.911,0.895,0.895,0.911,0.903,0.912,0.929,0.92
SEIR01_sl1000_mr025_nv10_7,0.812,0.65,0.722,0.842,0.8,0.821,0.865,0.8,0.831,0.838,0.775,0.805
SIR01_sl1000_mr15_nv10_9,0.769,0.476,0.588,0.682,0.714,0.698,0.75,0.714,0.732,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv10_20,1,0.375,0.545,0.857,0.75,0.8,0.857,0.75,0.8,0.75,0.75,0.75
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,1,0.6,0.75,0.857,0.6,0.706,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_1,1,0.294,0.455,0.692,0.529,0.6,0.643,0.529,0.581,0.615,0.471,0.533
SIR01_sl1000_mr15_nv20_15,0.714,0.357,0.476,0.455,0.357,0.4,0.5,0.429,0.462,0.429,0.429,0.429
SEIR01_sl250_mr025_nv10_4,0.857,0.429,0.571,0.857,0.857,0.857,0.8,0.857,0.828,0.857,0.857,0.857
SIR01_sl1000_mr15_nv5_16,0.75,0.333,0.462,0.667,0.667,0.667,0.625,0.556,0.588,0.5,0.444,0.471
SEIR01_sl1000_mr0125_nv10_17,0.857,0.5,0.632,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr025_nv10_10,0.8,0.615,0.696,0.909,0.769,0.833,0.833,0.769,0.8,0.692,0.692,0.692
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.897,0.897,0.897,0.914,0.914,0.914,0.897,0.897,0.897
SEIR01_sl1000_mr05_nv10_10,1,0.857,0.923,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,0.818,0.643,0.72,0.818,0.643,0.72,0.833,0.714,0.769
SIR003_sl1000_mr05_nv20_17,0.688,0.66,0.673,0.814,0.7,0.753,0.791,0.68,0.731,0.686,0.7,0.693
SIR01_sl500_mr15_nv10_9,0.921,0.614,0.737,0.885,0.807,0.844,0.885,0.807,0.844,0.863,0.772,0.815
SIR003_sl1000_mr025_nv10_6,0.833,0.652,0.732,0.8,0.696,0.744,0.842,0.696,0.762,0.8,0.696,0.744
SIR01_sl1000_mr15_nv20_20,0.9,0.643,0.75,0.857,0.857,0.857,0.857,0.857,0.857,0.846,0.786,0.815
SEIR01_sl1000_mr05_nv10_12,0.938,0.776,0.849,0.911,0.879,0.895,0.909,0.862,0.885,0.911,0.879,0.895
SIR01_sl250_mr15_nv10_17,1,0.429,0.6,0.778,1,0.875,0.778,1,0.875,0.75,0.857,0.8
SIR003_sl1000_mr025_nv10_11,0.68,0.567,0.618,0.704,0.633,0.667,0.68,0.567,0.618,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_2,1,0.4,0.571,0.714,0.5,0.588,0.833,0.5,0.625,0.5,0.5,0.5
SIR003_sl1000_mr1_nv10_18,0.792,0.576,0.667,0.929,0.788,0.852,0.929,0.788,0.852,0.758,0.758,0.758
SEIR015_sl250_mr025_nv10_19,0.9,0.243,0.383,0.611,0.297,0.4,0.542,0.351,0.426,0.65,0.351,0.456
SIR01_sl250_mr15_nv10_5,1,0.222,0.364,0.571,0.444,0.5,0.5,0.444,0.471,0.714,0.556,0.625
SIR01_sl1000_mr15_nv10_2,0.909,0.769,0.833,0.846,0.846,0.846,1,0.923,0.96,1,0.769,0.87
SEIR015_sl250_mr025_nv10_13,1,0.5,0.667,0.846,0.688,0.759,0.833,0.625,0.714,0.846,0.688,0.759
SEIR015_sl500_mr025_nv10_8,0.963,0.388,0.553,0.868,0.687,0.767,0.842,0.716,0.774,0.926,0.746,0.826
SEIR01_sl1000_mr025_nv20_17,0.952,0.8,0.87,0.885,0.92,0.902,0.88,0.88,0.88,0.88,0.88,0.88
SIR003_sl1000_mr05_nv20_10,0.878,0.827,0.851,0.917,0.846,0.88,0.915,0.827,0.869,0.827,0.827,0.827
SIR01_sl1000_mr075_nv10_15,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv10_15,0.667,0.526,0.588,0.758,0.658,0.704,0.733,0.579,0.647,0.583,0.553,0.568
SEIR015_sl1000_mr05_nv10_7,1,0.231,0.375,0.667,0.615,0.64,0.643,0.692,0.667,0.692,0.692,0.692
SEIR015_sl1000_mr025_nv20_5,0.972,0.897,0.933,0.917,0.846,0.88,0.917,0.846,0.88,0.925,0.949,0.937
SIR01_sl1000_mr075_nv10_5,0.909,0.781,0.84,0.927,0.797,0.857,0.925,0.766,0.838,0.879,0.797,0.836
SIR003_sl250_mr05_nv10_1,0.857,0.375,0.522,0.739,0.531,0.618,0.72,0.562,0.632,0.708,0.531,0.607
SIR003_sl250_mr05_nv10_3,0.9,0.409,0.563,0.818,0.818,0.818,0.762,0.727,0.744,0.818,0.818,0.818
SIR003_sl1000_mr05_nv20_20,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_10,0.833,0.455,0.588,0.8,0.727,0.762,0.75,0.818,0.783,0.909,0.909,0.909
SIR003_sl250_mr05_nv10_12,1,0.385,0.556,0.692,0.692,0.692,0.562,0.692,0.621,0.6,0.692,0.643
SIR01_sl250_mr15_nv10_8,0.8,0.444,0.571,0.714,0.556,0.625,0.833,0.556,0.667,0.75,0.667,0.706
SEIR01_sl1000_mr025_nv5_15,0.8,0.741,0.769,0.741,0.741,0.741,0.714,0.741,0.727,0.75,0.778,0.764
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.714,0.714,0.714,0.714,0.714,0.714,0.733,0.786,0.759
SEIR015_sl1000_mr05_nv10_3,1,0.696,0.821,0.873,0.857,0.865,0.828,0.857,0.842,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_11,0.891,0.695,0.781,0.864,0.864,0.864,0.852,0.881,0.867,0.845,0.831,0.838
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.7,0.7,0.7,0.455,0.5,0.476,0.5,0.5,0.5
SEIR015_sl1000_mr025_nv5_16,1,0.846,0.917,0.952,0.769,0.851,0.947,0.692,0.8,0.92,0.885,0.902
SEIR015_sl1000_mr025_nv20_17,0.979,0.839,0.904,0.923,0.857,0.889,0.943,0.893,0.917,0.981,0.929,0.954
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,1,0.778,0.875,1,0.778,0.875,1,0.778,0.875
SEIR015_sl500_mr025_nv10_14,1,0.556,0.714,0.889,0.889,0.889,0.8,0.889,0.842,0.8,0.889,0.842
SEIR01_sl1000_mr025_nv5_7,1,0.7,0.824,1,1,1,1,1,1,1,1,1
SEIR01_sl1000_mr05_nv10_19,0.667,0.286,0.4,0.833,0.714,0.769,0.833,0.714,0.769,0.833,0.714,0.769
SIR003_sl1000_mr1_nv10_3,0.833,0.652,0.732,0.833,0.87,0.851,0.826,0.826,0.826,0.826,0.826,0.826
SEIR015_sl250_mr025_nv10_15,0.812,0.265,0.4,0.683,0.571,0.622,0.574,0.551,0.562,0.644,0.592,0.617
SEIR01_sl500_mr025_nv10_20,0.759,0.688,0.721,0.786,0.688,0.733,0.774,0.75,0.762,0.719,0.719,0.719
SIR01_sl1000_mr15_nv10_17,0.933,0.7,0.8,0.882,0.75,0.811,0.938,0.75,0.833,0.933,0.7,0.8
SEIR01_sl1000_mr025_nv20_20,0.957,0.71,0.815,0.839,0.839,0.839,0.839,0.839,0.839,0.871,0.871,0.871
SEIR015_sl250_mr025_nv10_17,0,0,0,0.167,0.083,0.111,0,0,0,0,0,0
SEIR01_sl1000_mr025_nv5_9,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv10_8,0.818,0.667,0.735,0.88,0.815,0.846,0.88,0.815,0.846,0.815,0.815,0.815
SIR01_sl1000_mr15_nv20_16,0.929,0.619,0.743,0.9,0.857,0.878,0.826,0.905,0.864,0.773,0.81,0.791
SEIR015_sl1000_mr0125_nv10_1,1,0.89,0.942,0.932,0.753,0.833,0.931,0.74,0.824,0.973,0.986,0.98
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.688,0.733,0.71,0.647,0.733,0.688,0.647,0.733,0.688
SEIR015_sl1000_mr025_nv10_16,1,0.571,0.727,0.929,0.929,0.929,0.867,0.929,0.897,0.933,1,0.966
SIR003_sl250_mr05_nv10_20,0.737,0.341,0.467,0.676,0.561,0.613,0.7,0.512,0.592,0.656,0.512,0.575
SEIR015_sl1000_mr025_nv10_11,0.977,0.75,0.848,0.896,0.768,0.827,0.935,0.768,0.843,0.947,0.964,0.956
SIR003_sl1000_mr05_nv20_6,0.833,0.714,0.769,0.8,0.857,0.828,0.75,0.857,0.8,0.8,0.857,0.828
SIR003_sl1000_mr05_nv10_18,0.923,0.522,0.667,0.81,0.739,0.773,0.773,0.739,0.756,0.739,0.739,0.739
SEIR015_sl1000_mr05_nv10_4,1,0.594,0.745,0.781,0.781,0.781,0.806,0.781,0.794,0.8,0.875,0.836
SIR01_sl1000_mr15_nv20_8,0.902,0.771,0.831,0.93,0.833,0.879,0.929,0.812,0.867,0.884,0.792,0.835
SIR01_sl1000_mr3_nv10_20,0.727,0.667,0.696,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_18,1,0.8,0.889,0.964,0.9,0.931,0.964,0.9,0.931,0.903,0.933,0.918
SIR003_sl1000_mr025_nv10_20,0.75,0.667,0.706,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_3,0.846,0.407,0.55,0.737,0.519,0.609,0.789,0.556,0.652,0.8,0.593,0.681
SEIR01_sl1000_mr025_nv10_1,0.958,0.821,0.885,0.962,0.893,0.926,0.893,0.893,0.893,0.929,0.929,0.929
SEIR01_sl1000_mr0125_nv10_7,1,0.897,0.946,0.974,0.949,0.961,0.973,0.923,0.947,0.949,0.949,0.949
SIR01_sl1000_mr15_nv5_1,0.842,0.571,0.681,0.85,0.607,0.708,0.85,0.607,0.708,0.81,0.607,0.694
SIR01_sl1000_mr075_nv10_3,0.625,0.455,0.526,0.714,0.455,0.556,0.75,0.545,0.632,0.545,0.545,0.545
SEIR01_sl1000_mr025_nv5_2,0.9,0.562,0.692,0.765,0.812,0.788,0.812,0.812,0.812,0.778,0.875,0.824
SIR01_sl1000_mr15_nv20_13,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr1_nv10_16,0.818,0.45,0.581,0.769,0.5,0.606,0.769,0.5,0.606,0.7,0.7,0.7
SEIR01_sl1000_mr025_nv10_20,0.933,0.824,0.875,0.824,0.824,0.824,0.833,0.882,0.857,0.833,0.882,0.857
SIR003_sl1000_mr025_nv10_4,0.84,0.677,0.75,0.839,0.839,0.839,0.867,0.839,0.852,0.781,0.806,0.794
SEIR015_sl1000_mr025_nv5_15,0.911,0.631,0.745,0.808,0.646,0.718,0.857,0.646,0.737,0.875,0.754,0.81
SIR003_sl500_mr05_nv10_5,1,0.7,0.824,0.889,0.8,0.842,0.875,0.7,0.778,1,0.8,0.889
SEIR01_sl1000_mr05_nv10_6,0.912,0.775,0.838,0.9,0.9,0.9,0.868,0.825,0.846,0.892,0.825,0.857
SEIR01_sl250_mr025_nv10_19,1,0.667,0.8,0.917,0.917,0.917,0.846,0.917,0.88,0.923,1,0.96
SEIR015_sl500_mr025_nv10_19,1,0.4,0.571,0.909,1,0.952,0.833,1,0.909,0.909,1,0.952
SEIR015_sl1000_mr025_nv5_20,1,0.61,0.758,0.824,0.683,0.747,0.879,0.707,0.784,0.872,0.829,0.85
SIR01_sl1000_mr075_nv10_14,1,0.571,0.727,0.625,0.714,0.667,0.8,0.571,0.667,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_2,0.865,0.653,0.744,0.814,0.714,0.761,0.791,0.694,0.739,0.714,0.714,0.714
SIR01_sl500_mr15_nv10_3,1,0.632,0.774,0.833,0.789,0.811,0.833,0.789,0.811,0.75,0.789,0.769
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SEIR015_sl250_mr025_nv10_7,1,0.25,0.4,1,0.375,0.545,0.6,0.375,0.462,1,0.25,0.4
SIR003_sl1000_mr1_nv10_17,0.952,0.625,0.755,0.889,0.75,0.814,0.885,0.719,0.793,0.913,0.656,0.764
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,0.8,0.667,0.727,0.714,0.833,0.769,0.667,0.667,0.667
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,0.7,0.778,0.737,0.875,0.778,0.824,1,0.667,0.8
SEIR01_sl1000_mr025_nv10_6,0.833,0.714,0.769,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SIR003_sl1000_mr1_nv10_8,0.774,0.686,0.727,0.844,0.771,0.806,0.844,0.771,0.806,0.771,0.771,0.771
SEIR01_sl1000_mr025_nv20_3,0.875,0.667,0.757,0.833,0.952,0.889,0.833,0.952,0.889,0.909,0.952,0.93
SEIR015_sl1000_mr0125_nv10_9,0.75,0.429,0.545,0.588,0.476,0.526,0.857,0.286,0.429,0.55,0.524,0.537
SIR003_sl250_mr05_nv10_6,0.929,0.394,0.553,0.88,0.667,0.759,0.778,0.636,0.7,0.88,0.667,0.759
SEIR015_sl1000_mr025_nv20_3,1,0.636,0.778,0.955,0.636,0.764,0.939,0.697,0.8,0.946,0.803,0.869
SEIR01_sl1000_mr025_nv5_5,0.783,0.706,0.742,0.8,0.627,0.703,0.786,0.647,0.71,0.755,0.784,0.769
SEIR015_sl1000_mr025_nv10_1,1,0.6,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
SEIR01_sl250_mr025_nv10_18,1,0.344,0.512,0.774,0.75,0.762,0.694,0.781,0.735,0.758,0.781,0.769
SIR01_sl250_mr15_nv10_10,1,0.375,0.545,0.688,0.589,0.635,0.692,0.643,0.667,0.688,0.589,0.635
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR003_sl1000_mr1_nv10_4,0.852,0.793,0.821,0.893,0.862,0.877,0.893,0.862,0.877,0.828,0.828,0.828
SIR003_sl500_mr05_nv10_9,1,0.429,0.6,0.833,0.714,0.769,0.833,0.714,0.769,0.8,0.571,0.667
SIR003_sl250_mr05_nv10_13,0,0,0,0.2,0.143,0.167,0.2,0.143,0.167,0.25,0.143,0.182
SEIR015_sl250_mr025_nv10_1,0.667,0.118,0.2,0.933,0.824,0.875,0.933,0.824,0.875,0.824,0.824,0.824
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr1_nv10_12,0.722,0.481,0.578,0.727,0.593,0.653,0.708,0.63,0.667,0.692,0.667,0.679
SIR01_sl1000_mr15_nv10_13,1,0.471,0.64,0.909,0.588,0.714,0.909,0.588,0.714,1,0.588,0.741
SIR003_sl1000_mr05_nv10_9,0.75,0.5,0.6,0.882,0.5,0.638,0.889,0.533,0.667,0.714,0.5,0.588
SEIR01_sl1000_mr025_nv20_15,0.952,0.87,0.909,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
SIR01_sl1000_mr075_nv10_4,0.893,0.658,0.758,0.889,0.842,0.865,0.886,0.816,0.849,0.868,0.868,0.868
SIR003_sl1000_mr05_nv20_5,0.842,0.667,0.744,0.842,0.667,0.744,0.8,0.667,0.727,0.739,0.708,0.723
SIR01_sl1000_mr075_nv10_2,1,0.545,0.706,0.875,0.636,0.737,0.875,0.636,0.737,0.727,0.727,0.727
SEIR015_sl1000_mr05_nv10_18,0.957,0.537,0.688,0.973,0.878,0.923,0.857,0.878,0.867,0.857,0.878,0.867
SIR01_sl1000_mr15_nv5_7,1,0.375,0.545,0.667,0.5,0.571,0.667,0.5,0.571,0.385,0.625,0.476
SIR01_sl1000_mr075_nv10_13,0.636,0.5,0.56,0.818,0.643,0.72,0.818,0.643,0.72,0.643,0.643,0.643
SEIR015_sl1000_mr0125_nv10_6,1,0.543,0.704,0.92,0.657,0.767,0.931,0.771,0.844,0.882,0.857,0.87
SEIR015_sl1000_mr0125_nv10_20,0.958,0.561,0.708,0.921,0.854,0.886,0.892,0.805,0.846,0.875,0.854,0.864
SIR01_sl1000_mr075_nv10_6,0.75,0.375,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.778,0.7,0.737,0.778,0.7,0.737,0.857,0.6,0.706
SEIR01_sl1000_mr025_nv20_10,0.8,0.444,0.571,0.636,0.778,0.7,0.6,0.667,0.632,0.667,0.667,0.667
SIR003_sl1000_mr05_nv5_10,0.838,0.756,0.795,0.886,0.756,0.816,0.865,0.78,0.821,0.821,0.78,0.8
SEIR01_sl1000_mr05_nv10_15,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_4,0.977,0.827,0.896,0.941,0.923,0.932,0.941,0.923,0.932,0.943,0.962,0.952
SIR01_sl1000_mr3_nv10_18,0.9,0.75,0.818,0.9,0.75,0.818,0.9,0.75,0.818,0.792,0.792,0.792
SEIR01_sl1000_mr025_nv20_16,1,0.286,0.444,0.667,0.857,0.75,0.545,0.857,0.667,0.6,0.857,0.706
SIR01_sl250_mr15_nv10_11,1,0.292,0.452,0.647,0.458,0.537,0.647,0.458,0.537,0.588,0.417,0.488
SEIR01_sl250_mr025_nv10_7,0.8,0.286,0.421,0.75,0.857,0.8,0.706,0.857,0.774,0.75,0.857,0.8
SEIR015_sl1000_mr025_nv10_15,1,0.483,0.651,0.852,0.397,0.541,0.96,0.414,0.578,1,0.483,0.651
SEIR01_sl500_mr025_nv10_8,1,0.312,0.476,0.75,0.938,0.833,0.727,1,0.842,0.8,1,0.889
SEIR01_sl1000_mr0125_nv10_16,1,0.571,0.727,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_11,1,0.538,0.7,0.833,0.769,0.8,0.769,0.769,0.769,0.769,0.769,0.769
SEIR01_sl1000_mr0125_nv10_1,1,0.667,0.8,0.824,0.778,0.8,0.824,0.778,0.8,0.812,0.722,0.765
SIR003_sl1000_mr1_nv10_1,0.8,0.706,0.75,0.765,0.765,0.765,0.684,0.765,0.722,0.737,0.824,0.778
SIR003_sl500_mr05_nv10_15,1,0.632,0.774,0.933,0.737,0.824,0.929,0.684,0.788,0.933,0.737,0.824
SEIR01_sl250_mr025_nv10_6,0.8,0.182,0.296,0.609,0.636,0.622,0.6,0.682,0.638,0.625,0.682,0.652
SEIR01_sl250_mr025_nv10_3,1,0.556,0.714,0.778,0.778,0.778,0.724,0.778,0.75,0.786,0.815,0.8
SEIR01_sl1000_mr025_nv5_1,0.857,0.732,0.789,0.853,0.707,0.773,0.857,0.732,0.789,0.805,0.805,0.805
SEIR015_sl1000_mr05_nv10_17,0.95,0.551,0.697,0.887,0.797,0.84,0.879,0.841,0.859,0.926,0.913,0.92
SIR003_sl250_mr05_nv10_17,0.857,0.267,0.407,0.744,0.644,0.69,0.683,0.622,0.651,0.65,0.578,0.612
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.938,0.789,0.857,0.882,0.789,0.833,0.867,0.684,0.765
SEIR01_sl250_mr025_nv10_13,0,0,0,0.333,0.333,0.333,0.286,0.333,0.308,0.4,0.333,0.364
SEIR015_sl1000_mr05_nv10_13,0.978,0.738,0.841,0.945,0.852,0.897,0.927,0.836,0.879,0.968,0.984,0.976
SEIR015_sl1000_mr025_nv5_6,0.958,0.371,0.535,0.8,0.387,0.522,0.897,0.419,0.571,0.9,0.435,0.587
SIR01_sl1000_mr3_nv10_6,0.604,0.537,0.569,0.8,0.667,0.727,0.783,0.667,0.72,0.618,0.63,0.624
SEIR01_sl250_mr025_nv10_15,0,0,0,0.7,1,0.824,0.667,0.857,0.75,0.625,0.714,0.667
SEIR015_sl1000_mr025_nv10_8,1,0.7,0.824,0.941,0.8,0.865,0.842,0.8,0.821,0.895,0.85,0.872
SEIR015_sl1000_mr05_nv10_10,1,0.444,0.615,0.857,0.667,0.75,0.75,0.667,0.706,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv10_13,1,0.1,0.182,0.5,0.2,0.286,0.4,0.2,0.267,0.333,0.2,0.25
