,Branch length stretch,area,date,location,numdate
EPI_ISL_416587,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416589,0.69256205204722177,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416590,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416591,1.2902980587623674,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416592,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416593,1.0811019551073309,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416594,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416595,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416596,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416597,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416598,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416599,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416600,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416601,0.84025173087495919,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416602,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416603,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416604,0.54413229395491081,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416605,0.88431244903887551,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416606,2.0,unknown,2020-02-16,Japan,2020.1086845956029
EPI_ISL_416607,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416608,1.5219592684754772,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416609,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416610,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416611,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416612,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416613,0.18693937290480581,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416614,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416615,1.1322636442180989,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416617,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416618,1.0618282118532136,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416619,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416620,1.5221071470264129,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416621,1.0987786674568611,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416622,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416624,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416625,0.55109221915052764,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416626,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416627,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416628,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416629,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416630,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416631,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416632,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416633,1.0987898946264971,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416634,2.0,unknown,2020-02-17,Japan,2020.1116549393391
EPI_ISL_416657,0.12713976494814372,Washington,2020-03-11,USA,2020.1799728452729
EPI_ISL_416662,2.0,Washington,2020-03-12,USA,2020.1829431890092
EPI_ISL_416665,1.1894097956260388,Washington,2020-03-12,USA,2020.1829431890092
EPI_ISL_416676,2.0,,2020-03-11,USA,2020.1799728452729
EPI_ISL_416692,2.0,Washington,2020-03-14,USA,2020.1888838764819
EPI_ISL_416723,2.0,Washington,2020-03-14,USA,2020.1888838764819
EPI_ISL_416730,2.0,South Yorkshire,2020-03-03,England,2020.1562100953829
EPI_ISL_416739,0.82588851415963482,South Yorkshire,2020-03-09,England,2020.1740321578006
EPI_ISL_416742,2.0,Prague,2020-02-01,Czech Republic,2020.0641294395591
EPI_ISL_416743,2.0,Prague,2020-03-01,Czech Republic,2020.1502694079104
EPI_ISL_416747,2.0,ARA,2020-03-04,France,2020.1591804391192
EPI_ISL_416748,0.75599158113814746,ARA,2020-03-04,France,2020.1591804391192
EPI_ISL_416751,2.0,ARA,2020-03-05,France,2020.1621507828556
EPI_ISL_416752,2.0,ARA,2020-03-04,France,2020.1591804391192
EPI_ISL_416753,2.0,ARA,2020-03-06,France,2020.1651211265919
EPI_ISL_416754,2.0,ARA,2020-03-06,France,2020.1651211265919
EPI_ISL_416756,9.9999999599758907e-07,ARA,2020-03-06,France,2020.1651211288245
EPI_ISL_416758,0.47567599327345983,ARA,2020-03-08,France,2020.1710618140642
EPI_ISL_416994,0.39526184246411261,Castilla y León,2020-03-04,Spain,2020.1591804391192
EPI_ISL_416997,2.0,Liège,2020-03-05,Belgium,2020.1621507828556
EPI_ISL_417006,9.9999999599757721e-07,Liège,2020-03-05,Belgium,2020.1621507850882
EPI_ISL_417007,2.0,Galicia,2020-03-07,Spain,2020.1680914703279
EPI_ISL_417009,0.58130608478675294,Liège,2020-03-07,Belgium,2020.1680914703279
EPI_ISL_417010,2.0,Madrid,2020-03-04,Spain,2020.1591804391192
EPI_ISL_417023,0.92151073972981346,Liège,2020-03-15,Belgium,2020.1918542202179
EPI_ISL_417024,2.0,Liège,2020-03-15,Belgium,2020.1918542202179
EPI_ISL_417030,0.72784922224905646,New South Wales,2020-01-24,Australia,2020.0403666896686
EPI_ISL_417031,2.0,Queensland,2020-03-11,Australia,2020.1799728452729
EPI_ISL_417033,2.0,Queensland,2020-03-11,Australia,2020.1799728452729
EPI_ISL_417034,0.41225338139352713,Amazonas State,2020-03-16,Brazil,2020.1948245639542
EPI_ISL_417064,2.0,,2020-01-21,Hong Kong,2020.0314556584601
EPI_ISL_417096,2.0,Washington,2020-02-27,USA,2020.1413583767016
EPI_ISL_417122,2.0,Washington,2020-03-05,USA,2020.1621507828556
EPI_ISL_417132,2.0,Washington,2020-03-05,USA,2020.1621507828556
EPI_ISL_417158,2.0,Washington,2020-02-28,USA,2020.1443287204379
EPI_ISL_417176,0.22410945587991171,,2020-01-21,Hong Kong,2020.0314556584601
EPI_ISL_417178,0.72824907826561425,,2020-01-25,Hong Kong,2020.0433370334051
EPI_ISL_417181,1.3101226933068888,,2020-02-05,Hong Kong,2020.0760108145041
EPI_ISL_417185,0.78285418192659117,,2020-02-09,Hong Kong,2020.0878921894491
EPI_ISL_417187,2.0,,2020-02-08,Hong Kong,2020.0849218457129
EPI_ISL_417188,2.0,,2020-02-08,Hong Kong,2020.0849218457129
EPI_ISL_417193,2.0,,2020-02-09,Hong Kong,2020.0878921894491
EPI_ISL_417197,2.0,,2020-02-09,Hong Kong,2020.0878921894491
EPI_ISL_417201,0.58239788881764765,Wisconsin,2020-03-21,USA,2020.2096762826357
EPI_ISL_417246,0.928231086134229,England,2020-03-03,United Kingdom,2020.1562100953829
EPI_ISL_417266,2.0,England,2020-03-05,United Kingdom,2020.1621507828556
EPI_ISL_417267,1.1543427717579169,England,2020-03-05,United Kingdom,2020.1621507828556
EPI_ISL_417272,2.0,England,2020-03-06,United Kingdom,2020.1651211265919
EPI_ISL_417280,0.55700332032363775,England,2020-03-07,United Kingdom,2020.1680914703279
EPI_ISL_417289,0.32421744577100642,England,2020-03-06,United Kingdom,2020.1651211265919
EPI_ISL_417337,9.9999999599758801e-07,ARA,2020-03-07,France,2020.1680914725605
EPI_ISL_417339,1.3304543545125822,ARA,2020-03-08,France,2020.1710618140642
EPI_ISL_417340,2.0,ARA,2020-03-07,France,2020.1680914703279
EPI_ISL_417347,0.72789478279202091,Washington,2020-03-12,USA,2020.1829431890092
EPI_ISL_417385,1.0507445128868023,New South Wales,2020-03-06,Australia,2020.1651211265919
EPI_ISL_417386,1.5338184299650908,New South Wales,2020-03-04,Australia,2020.1591804391192
EPI_ISL_417387,2.0,New South Wales,2020-03-06,Australia,2020.1651211265919
EPI_ISL_417388,0.18311357751410451,New South Wales,2020-03-05,Australia,2020.1621507828556
EPI_ISL_417390,2.0,New South Wales,2020-03-08,Australia,2020.1710618140642
EPI_ISL_417391,0.43465764730060369,New South Wales,2020-03-08,Australia,2020.1710618140642
EPI_ISL_417395,2.0,New South Wales,2020-03-10,Australia,2020.1770025015369
EPI_ISL_417404,2.0,New South Wales,2020-03-12,Australia,2020.1829431890092
EPI_ISL_417411,2.0,New South Wales,2020-03-17,Australia,2020.1977949076906
EPI_ISL_417418,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1502694079104
EPI_ISL_417419,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1502694079104
EPI_ISL_417421,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1502694079104
EPI_ISL_417423,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1502694079104
EPI_ISL_417425,2.0,Schoten,2020-03-06,Belgium,2020.1651211265919
EPI_ISL_417428,2.0,Rixensart,2020-03-02,Belgium,2020.1532397516469
EPI_ISL_417437,0.4041081308365217,Kinshasa,2020-03-17,Democratic Republic of the Congo,2020.1977949076906
EPI_ISL_417438,0.86204870973120107,Kinshasa,2020-03-17,Democratic Republic of the Congo,2020.1977949076906
EPI_ISL_417440,2.0,Kinshasa,2020-03-17,Democratic Republic of the Congo,2020.1977949076906
EPI_ISL_417442,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2007652514269
EPI_ISL_417447,9.9999999599758611e-07,Lombardy,2020-02-24,Italy,2020.1324473477255
EPI_ISL_417457,2.0,Duesseldorf,2020-03-10,Germany,2020.1770025015369
EPI_ISL_417458,9.9999999599758463e-07,Duesseldorf,2020-03-11,Germany,2020.1799728475055
EPI_ISL_417459,2.0,Duesseldorf,2020-03-11,Germany,2020.1799728452729
EPI_ISL_417460,9.9999999599762062e-07,Duesseldorf,2020-03-11,Germany,2020.1799728475055
EPI_ISL_417461,2.0,Duesseldorf,2020-03-11,Germany,2020.1799728452729
EPI_ISL_417462,2.0,Duesseldorf,2020-03-11,Germany,2020.1799728452729
EPI_ISL_417463,2.0,Duesseldorf,2020-03-13,Germany,2020.1859135327456
EPI_ISL_417464,2.0,Duesseldorf,2020-03-14,Germany,2020.1888838764819
EPI_ISL_417465,2.0,Duesseldorf,2020-03-14,Germany,2020.1888838764819
EPI_ISL_417466,2.0,Duesseldorf,2020-03-14,Germany,2020.1888838764819
EPI_ISL_417467,2.0,Duesseldorf,2020-03-15,Germany,2020.1918542202179
EPI_ISL_417468,2.0,Duesseldorf,2020-03-16,Germany,2020.1948245639542
EPI_ISL_417475,9.9999999599758632e-07,Minnesota,2020-03-12,USA,2020.1829431912417
EPI_ISL_417483,2.0,Oslo,2020-02-27,Norway,2020.1413583767016
EPI_ISL_417484,2.0,Oslo,2020-02-26,Norway,2020.1383880329654
EPI_ISL_417485,2.0,Oslo,2020-03-02,Norway,2020.1532397516469
EPI_ISL_417486,9.9999999599758547e-07,Oslo,2020-03-01,Norway,2020.150269410143
EPI_ISL_417487,9.9999999599758547e-07,Oslo,2020-03-01,Norway,2020.150269410143
EPI_ISL_417488,2.0,Oslo,2020-02-29,Norway,2020.1472990641741
EPI_ISL_417491,2.0,Marche,2020-03-03,Italy,2020.1562100953829
EPI_ISL_417492,2.0,Minnesota,2020-03-13,USA,2020.1859135327456
EPI_ISL_417517,1.3441368724159954,Wisconsin,2020-03-13,USA,2020.1859135327456
EPI_ISL_417519,2.0,Taoyuan,2020-03-05,Taiwan,2020.1621507828556
EPI_ISL_417520,0.92588220247687303,Taoyuan,2020-03-09,Taiwan,2020.1740321578006
EPI_ISL_417521,2.0,Taoyuan,2020-03-10,Taiwan,2020.1770025015369
EPI_ISL_417522,2.0,Taoyuan,2020-03-13,Taiwan,2020.1859135327456
EPI_ISL_417523,9.9999999599758314e-07,Taoyuan,2020-03-13,Taiwan,2020.1859135349782
EPI_ISL_417524,1.3304543545125758,Taoyuan,2020-03-14,Taiwan,2020.1888838764819
EPI_ISL_417525,9.9999999599758293e-07,Taoyuan,2020-03-14,Taiwan,2020.1888838787145
EPI_ISL_417526,2.0,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417527,1.639281488950731,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417528,2.0,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417529,2.0,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417530,2.0,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417531,2.0,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417532,2.0,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417533,1.3304543545125702,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417534,0.24373698852778891,,2020-03-18,Luxembourg,2020.2007652514269
EPI_ISL_417536,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417538,0.51538824063408861,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417550,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417562,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417564,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417582,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417588,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417589,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417591,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417595,0.6917858693442378,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417597,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417603,0.22598889476211059,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417608,0.71040623768949263,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417611,2.0,Reykjavik,2020-03-17,Iceland,2020.1977949076906
EPI_ISL_417621,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417622,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417625,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417632,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417634,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417645,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417653,0.20923859163987132,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417654,2.0,Reykjavik,2020-03-18,Iceland,2020.2007652514269
EPI_ISL_417655,9.9999999599758632e-07,Reykjavik,2020-03-14,Iceland,2020.1888838787145
EPI_ISL_417664,1.3763473814043625,Reykjavik,2020-03-13,Iceland,2020.1859135327456
EPI_ISL_417665,9.9999999599758611e-07,Reykjavik,2020-03-14,Iceland,2020.1888838787145
EPI_ISL_417668,0.32326871655770406,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417670,2.0,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417678,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417679,2.0,Reykjavik,2020-03-09,Iceland,2020.1740321578006
EPI_ISL_417680,2.0,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417712,2.0,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417732,0.46371881797127235,Reykjavik,2020-03-10,Iceland,2020.1770025015369
EPI_ISL_417740,9.9999999599758801e-07,Reykjavik,2020-03-15,Iceland,2020.1918542224505
EPI_ISL_417743,0.4696459337390041,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417746,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417759,0.87002773944091505,Reykjavik,2020-03-13,Iceland,2020.1859135327456
EPI_ISL_417763,1.3664526704338777,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417764,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417771,9.9999999599758526e-07,Reykjavik,2020-03-12,Iceland,2020.1829431912417
EPI_ISL_417772,2.0,Reykjavik,2020-03-14,Iceland,2020.1888838764819
EPI_ISL_417779,2.0,Reykjavik,2020-03-11,Iceland,2020.1799728452729
EPI_ISL_417792,1.1918932159379061,Reykjavik,2020-03-13,Iceland,2020.1859135327456
EPI_ISL_417796,2.0,Reykjavik,2020-03-13,Iceland,2020.1859135327456
EPI_ISL_417798,0.855325869369987,Reykjavik,2020-03-13,Iceland,2020.1859135327456
EPI_ISL_417801,2.0,Reykjavik,2020-03-13,Iceland,2020.1859135327456
EPI_ISL_417809,2.0,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417810,9.9999999599758992e-07,Reykjavik,2020-03-13,Iceland,2020.1859135349782
EPI_ISL_417815,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417818,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417819,2.0,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417822,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417829,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417830,1.3410247862269953,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417833,2.0,Reykjavik,2020-03-16,Iceland,2020.1948245639542
EPI_ISL_417856,2.0,Reykjavik,2020-03-07,Iceland,2020.1680914703279
EPI_ISL_417857,2.0,Reykjavik,2020-03-07,Iceland,2020.1680914703279
EPI_ISL_417860,2.0,Reykjavik,2020-03-08,Iceland,2020.1710618140642
EPI_ISL_417862,2.0,Reykjavik,2020-03-09,Iceland,2020.1740321578006
EPI_ISL_417864,2.0,Reykjavik,2020-03-15,Iceland,2020.1918542202179
EPI_ISL_417876,2.0,Reykjavik,2020-03-10,Iceland,2020.1770025015369
EPI_ISL_417921,2.0,Rome,2020-03-01,Italy,2020.1502694079104
EPI_ISL_417922,2.0,Rome,2020-02-28,Italy,2020.1443287204379
EPI_ISL_417923,2.0,Rome,2020-03-04,Italy,2020.1591804391192
EPI_ISL_417941,0.88888611395640882,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2007652514269
EPI_ISL_417942,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2007652514269
EPI_ISL_417944,0.91091297098738833,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2007652514269
EPI_ISL_417946,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2007652514269
EPI_ISL_417947,2.0,Kinshasa,2020-03-19,Democratic Republic of the Congo,2020.2037355951632
EPI_ISL_417948,9.9999999599759183e-07,Kinshasa,2020-03-19,Democratic Republic of the Congo,2020.2037355973955
EPI_ISL_417950,0.95048263970491964,Kinshasa,2020-03-20,Democratic Republic of the Congo,2020.2067059388994
EPI_ISL_417955,2.0,Kinshasa,2020-03-21,Democratic Republic of the Congo,2020.2096762826357
EPI_ISL_417956,2.0,Madrid,2020-03-11,Spain,2020.1799728452729
EPI_ISL_417957,2.0,Madrid,2020-03-12,Spain,2020.1829431890092
EPI_ISL_417958,2.0,Utah,2020-03-10,USA,2020.1770025015369
EPI_ISL_417963,2.0,Madrid,2020-03-12,Spain,2020.1829431890092
EPI_ISL_417964,0.80820412903778549,Utah,2020-03-13,USA,2020.1859135327456
EPI_ISL_417967,2.0,Madrid,2020-03-12,Spain,2020.1829431890092
EPI_ISL_417972,2.0,Madrid,2020-03-09,Spain,2020.1740321578006
EPI_ISL_417975,2.0,Madrid,2020-03-09,Spain,2020.1740321578006
EPI_ISL_417978,1.4005443140428684,Madrid,2020-03-09,Spain,2020.1740321578006
EPI_ISL_417979,0.64142400689629375,Madrid,2020-03-03,Spain,2020.1562100953829
EPI_ISL_417981,1.1772603583028194,Madrid,2020-03-02,Spain,2020.1532397516469
EPI_ISL_417986,2.0,,2020-03-03,Portugal,2020.1562100953829
EPI_ISL_417987,2.0,,2020-03-03,Portugal,2020.1562100953829
EPI_ISL_417988,2.0,,2020-03-05,Portugal,2020.1621507828556
EPI_ISL_417989,0.38090854462815354,,2020-03-04,Portugal,2020.1591804391192
EPI_ISL_417990,2.0,,2020-03-06,Portugal,2020.1651211265919
EPI_ISL_417991,0.12367087286432873,,2020-03-08,Portugal,2020.1710618140642
EPI_ISL_417992,2.0,,2020-03-07,Portugal,2020.1680914703279
EPI_ISL_417993,2.0,,2020-03-08,Portugal,2020.1710618140642
EPI_ISL_417994,2.0,,2020-03-08,Portugal,2020.1710618140642
EPI_ISL_417995,2.0,,2020-03-08,Portugal,2020.1710618140642
EPI_ISL_417996,2.0,,2020-03-08,Portugal,2020.1710618140642
EPI_ISL_417997,9.999999959976202e-07,,2020-03-07,Portugal,2020.1680914725605
EPI_ISL_417998,1.3304543545126251,,2020-03-08,Portugal,2020.1710618140642
EPI_ISL_417999,9.999999959976202e-07,,2020-03-07,Portugal,2020.1680914725605
EPI_ISL_418001,2.0,,2020-03-10,Portugal,2020.1770025015369
EPI_ISL_418002,2.0,,2020-03-11,Portugal,2020.1799728452729
EPI_ISL_418003,2.0,,2020-03-10,Portugal,2020.1770025015369
EPI_ISL_418004,0.84718372509610951,,2020-03-12,Portugal,2020.1829431890092
EPI_ISL_418005,2.0,,2020-03-12,Portugal,2020.1829431890092
EPI_ISL_418006,2.0,,2020-03-13,Portugal,2020.1859135327456
EPI_ISL_418007,2.0,,2020-03-13,Portugal,2020.1859135327456
EPI_ISL_418008,2.0,,2020-03-13,Portugal,2020.1859135327456
EPI_ISL_418009,2.0,,2020-03-15,Portugal,2020.1918542202179
EPI_ISL_418010,2.0,,2020-03-03,Portugal,2020.1562100953829
EPI_ISL_418011,2.0,,2020-03-04,Portugal,2020.1591804391192
EPI_ISL_418012,2.0,,2020-03-06,Portugal,2020.1651211265919
EPI_ISL_418013,2.0,,2020-03-07,Portugal,2020.1680914703279
EPI_ISL_418014,2.0,,2020-03-09,Portugal,2020.1740321578006
EPI_ISL_418015,2.0,,2020-03-09,Portugal,2020.1740321578006
EPI_ISL_418016,2.0,,2020-03-10,Portugal,2020.1770025015369
EPI_ISL_418017,1.2101598143569725,,2020-03-16,Portugal,2020.1948245639542
EPI_ISL_418018,2.0,,2020-03-16,Portugal,2020.1948245639542
EPI_ISL_418019,2.0,,2020-03-15,Portugal,2020.1918542202179
EPI_ISL_418020,2.0,,2020-03-16,Portugal,2020.1948245639542
EPI_ISL_418021,0.39898814840519042,,2020-03-16,Portugal,2020.1948245639542
EPI_ISL_418022,1.3179979072647177,,2020-03-15,Portugal,2020.1918542202179
EPI_ISL_418023,2.0,,2020-03-17,Portugal,2020.1977949076906
EPI_ISL_418024,0.86206586306694855,,2020-03-17,Portugal,2020.1977949076906
EPI_ISL_418025,2.0,,2020-03-17,Portugal,2020.1977949076906
EPI_ISL_418027,0.84859602737381901,,2020-03-17,Portugal,2020.1977949076906
EPI_ISL_418076,2.0,Washington,2020-03-15,USA,2020.1918542202179
EPI_ISL_418182,2.0,Madrid,2020-03-12,Spain,2020.1829431890092
EPI_ISL_418187,0.23733383022677285,Wisconsin,2020-03-23,USA,2020.2156169701082
EPI_ISL_418192,2.0,New York,2020-03-16,USA,2020.1948245639542
EPI_ISL_418206,2.0,Dakar,2020-02-28,Senegal,2020.1443287204379
EPI_ISL_418207,2.0,Dakar,2020-03-02,Senegal,2020.1532397516469
EPI_ISL_418208,2.0,Dakar,2020-03-04,Senegal,2020.1591804391192
EPI_ISL_418209,0.24337163518343169,Dakar,2020-03-03,Senegal,2020.1562100953829
EPI_ISL_418210,2.0,Touba,2020-03-10,Senegal,2020.1770025015369
EPI_ISL_418211,2.0,Touba,2020-03-11,Senegal,2020.1799728452729
EPI_ISL_418212,2.0,Touba,2020-03-11,Senegal,2020.1799728452729
EPI_ISL_418213,1.2957005609867285,Touba,2020-03-12,Senegal,2020.1829431890092
EPI_ISL_418216,2.0,Dakar,2020-03-13,Senegal,2020.1859135327456
EPI_ISL_418217,2.0,Mbour,2020-03-13,Senegal,2020.1859135327456
EPI_ISL_418218,2.0,Hauts de France,2020-02-21,France,2020.1235363142841
EPI_ISL_418219,2.0,Bretagne,2020-02-26,France,2020.1383880329654
EPI_ISL_418220,2.0,Hauts de France,2020-02-28,France,2020.1443287204379
EPI_ISL_418222,0.44969630235035402,Centre-Val de Loire,2020-03-04,France,2020.1591804391192
EPI_ISL_418223,2.0,Hauts de France,2020-03-05,France,2020.1621507828556
EPI_ISL_418224,2.0,Hauts de France,2020-03-08,France,2020.1710618140642
EPI_ISL_418226,2.0,Hauts de France,2020-03-09,France,2020.1740321578006
EPI_ISL_418228,0.85064598545124359,Hauts de France,2020-03-12,France,2020.1829431890092
EPI_ISL_418232,9.9999999599758441e-07,Ile de France,2020-03-15,France,2020.1918542224505
EPI_ISL_418233,9.9999999599758441e-07,Ile de France,2020-03-15,France,2020.1918542224505
EPI_ISL_418234,2.0,Ile de France,2020-03-14,France,2020.1888838764819
EPI_ISL_418235,2.0,Ile de France,2020-03-16,France,2020.1948245639542
EPI_ISL_418239,0.67493207731699378,Hauts de France,2020-03-16,France,2020.1948245639542
EPI_ISL_418240,2.0,Ile de France,2020-03-16,France,2020.1948245639542
EPI_ISL_418243,1.2480735050865979,Andalusia,2020-02-28,Spain,2020.1443287204379
EPI_ISL_418245,2.0,Castilla La Mancha,2020-03-01,Spain,2020.1502694079104
EPI_ISL_418246,0.38059422586788444,Castilla-La Mancha,2020-03-01,Spain,2020.1502694079104
EPI_ISL_418247,1.1293582452812714,Castilla y Leon,2020-02-26,Spain,2020.1383880329654
EPI_ISL_418248,2.0,Castilla y Leon,2020-03-01,Spain,2020.1502694079104
EPI_ISL_418249,2.0,Castilla y Leon,2020-03-03,Spain,2020.1562100953829
EPI_ISL_418250,0.046877306108359496,Catalonia,2020-01-01,Spain,2019.9720487837349
EPI_ISL_418253,2.0,Basque Country,2020-03-02,Spain,2020.1532397516469
EPI_ISL_418255,1.4092535176363226,Abruzzo,2020-03-14,Italy,2020.1888838764819
EPI_ISL_418256,2.0,Abruzzo,2020-03-14,Italy,2020.1888838764819
EPI_ISL_418257,2.0,Abruzzo,2020-03-17,Italy,2020.1977949076906
EPI_ISL_418258,2.0,Abruzzo,2020-03-14,Italy,2020.1888838764819
EPI_ISL_418259,0.4823039104101034,Abruzzo,2020-03-14,Italy,2020.1888838764819
EPI_ISL_418260,0.18793145509941778,Abruzzo,2020-03-16,Italy,2020.1948245639542
EPI_ISL_418270,2.0,Antwerp,2020-03-04,Belgium,2020.1591804391192
EPI_ISL_418294,2.0,South Yorkshire,2020-03-18,England,2020.2007652514269
EPI_ISL_418317,9.9999999599758759e-07,South Yorkshire,2020-03-23,England,2020.2156169723407
EPI_ISL_418322,9.9999999600419974e-07,Ontario,2020-03-08,Canada,2020.1710618162967
EPI_ISL_418323,2.0,Ontario,2020-03-14,Canada,2020.1888838764819
EPI_ISL_418324,0.47229560571861373,Ontario,2020-03-11,Canada,2020.1799728452729
