dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_min_prec,tnet_min_rec,tnet_min_f1
SIR01_sl1000_mr15_nv5_18,1,0.778,0.875,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr05_nv10_20,0.611,0.268,0.373,0.92,0.561,0.697,0.917,0.537,0.677
SIR003_sl1000_mr05_nv10_20,0.75,0.333,0.462,0.571,0.444,0.5,0.571,0.444,0.5
SEIR01_sl1000_mr025_nv5_4,0.881,0.74,0.804,0.776,0.76,0.768,0.796,0.78,0.788
SIR003_sl1000_mr1_nv10_14,0.9,0.75,0.818,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_19,0.833,0.455,0.588,0.857,0.545,0.667,0.857,0.545,0.667
SEIR01_sl1000_mr025_nv5_19,0.965,0.948,0.957,0.966,0.966,0.966,0.966,0.966,0.966
SEIR015_sl500_mr025_nv10_5,0.929,0.929,0.929,0.867,0.929,0.897,0.867,0.929,0.897
SEIR015_sl1000_mr05_nv10_8,0.897,0.722,0.8,0.838,0.861,0.849,0.838,0.861,0.849
SIR01_sl1000_mr15_nv10_1,0.826,0.603,0.697,0.818,0.571,0.673,0.841,0.587,0.692
SIR003_sl1000_mr1_nv10_19,0.854,0.641,0.732,0.714,0.625,0.667,0.714,0.625,0.667
SIR003_sl1000_mr05_nv20_8,0.708,0.63,0.667,0.692,0.667,0.679,0.654,0.63,0.642
SEIR01_sl500_mr025_nv10_13,0.824,0.7,0.757,0.833,0.75,0.789,0.833,0.75,0.789
SEIR01_sl1000_mr0125_nv10_19,0.964,0.9,0.931,0.929,0.867,0.897,0.929,0.867,0.897
SIR003_sl500_mr05_nv10_20,0.857,0.75,0.8,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl1000_mr05_nv10_19,0.833,0.811,0.822,0.757,0.757,0.757,0.757,0.757,0.757
SIR003_sl500_mr05_nv10_13,0.854,0.729,0.787,0.825,0.688,0.75,0.825,0.688,0.75
SIR01_sl1000_mr15_nv20_10,0.9,0.692,0.783,0.769,0.769,0.769,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv5_12,0.429,0.273,0.333,0.636,0.636,0.636,0.636,0.636,0.636
SIR003_sl1000_mr05_nv20_16,0.912,0.721,0.805,0.705,0.721,0.713,0.705,0.721,0.713
SEIR01_sl1000_mr025_nv20_19,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
SIR01_sl250_mr15_nv10_12,0.75,0.632,0.686,0.722,0.684,0.703,0.765,0.684,0.722
SIR01_sl1000_mr15_nv20_1,0.893,0.781,0.833,0.767,0.719,0.742,0.767,0.719,0.742
SEIR015_sl1000_mr025_nv5_10,0.947,0.5,0.655,0.85,0.472,0.607,0.85,0.472,0.607
SEIR01_sl250_mr025_nv10_10,0.737,0.824,0.778,0.737,0.824,0.778,0.737,0.824,0.778
SEIR01_sl1000_mr025_nv20_2,0.907,0.929,0.918,0.907,0.929,0.918,0.907,0.929,0.918
SIR01_sl1000_mr15_nv10_3,0.902,0.78,0.836,0.87,0.797,0.832,0.87,0.797,0.832
SEIR01_sl1000_mr025_nv10_2,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv10_10,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4,0.5,0.4,0.444,0.4,0.4,0.4
SIR01_sl1000_mr15_nv5_3,0.571,0.444,0.5,0.556,0.556,0.556,0.556,0.556,0.556
SEIR015_sl1000_mr025_nv20_13,0.692,1,0.818,0.75,1,0.857,0.75,1,0.857
SIR003_sl500_mr05_nv10_2,0.862,0.735,0.794,0.788,0.765,0.776,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_19,0.731,0.633,0.679,0.698,0.617,0.655,0.702,0.667,0.684
SIR003_sl1000_mr05_nv5_1,0.833,0.714,0.769,0.649,0.686,0.667,0.649,0.686,0.667
SIR01_sl500_mr15_nv10_16,0.727,0.8,0.762,0.727,0.8,0.762,0.727,0.8,0.762
SEIR01_sl1000_mr05_nv10_2,0.889,1,0.941,0.889,1,0.941,0.889,1,0.941
SIR01_sl1000_mr3_nv10_11,0.952,0.702,0.808,0.884,0.667,0.76,0.884,0.667,0.76
SIR01_sl1000_mr15_nv5_4,0.917,0.44,0.595,0.609,0.56,0.583,0.609,0.56,0.583
SIR003_sl1000_mr05_nv20_14,0.909,1,0.952,1,1,1,1,0.9,0.947
SIR01_sl250_mr15_nv10_4,0.667,0.5,0.571,0.7,0.583,0.636,0.7,0.583,0.636
SEIR015_sl250_mr025_nv10_8,0.864,0.704,0.776,0.818,0.667,0.735,0.905,0.704,0.792
SIR003_sl1000_mr025_nv10_14,0.857,0.8,0.828,0.867,0.867,0.867,0.867,0.867,0.867
SEIR015_sl500_mr025_nv10_16,0.833,0.833,0.833,0.909,0.833,0.87,0.833,0.833,0.833
SEIR01_sl1000_mr025_nv5_12,0.875,0.737,0.8,0.882,0.789,0.833,0.882,0.789,0.833
SIR01_sl1000_mr3_nv10_7,0.812,0.565,0.667,0.714,0.652,0.682,0.714,0.652,0.682
SEIR015_sl1000_mr025_nv5_1,0.857,0.429,0.571,0.857,0.429,0.571,0.857,0.429,0.571
SEIR015_sl500_mr025_nv10_18,0.684,0.5,0.578,0.75,0.692,0.72,0.75,0.692,0.72
SEIR01_sl500_mr025_nv10_12,0.894,0.824,0.857,0.863,0.863,0.863,0.863,0.863,0.863
SEIR015_sl500_mr025_nv10_20,0.846,0.688,0.759,0.911,0.797,0.85,0.912,0.812,0.86
SEIR015_sl500_mr025_nv10_11,0.857,0.75,0.8,0.714,0.625,0.667,0.714,0.625,0.667
SEIR01_sl250_mr025_nv10_11,0.688,0.688,0.688,0.625,0.625,0.625,0.625,0.625,0.625
SIR01_sl1000_mr15_nv5_9,0.818,0.574,0.675,0.763,0.617,0.682,0.763,0.617,0.682
SIR003_sl250_mr05_nv10_5,0.684,0.591,0.634,0.667,0.545,0.6,0.667,0.545,0.6
SIR01_sl500_mr15_nv10_6,0.962,0.862,0.909,0.931,0.931,0.931,0.964,0.931,0.947
SEIR015_sl500_mr025_nv10_17,0.846,0.786,0.815,0.846,0.786,0.815,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv5_9,0.727,0.4,0.516,0.8,0.5,0.615,0.815,0.55,0.657
SEIR01_sl1000_mr025_nv20_12,0.9,1,0.947,0.85,0.944,0.895,0.947,1,0.973
SIR003_sl1000_mr1_nv10_5,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714
SEIR01_sl1000_mr05_nv10_11,0.848,0.875,0.862,0.875,0.875,0.875,0.875,0.875,0.875
,0.826507142857143,0.699562500000001,0.749810714285715,0.793051785714286,0.740153571428572,0.759901785714287,0.794423214285715,0.743816071428572,0.763123214285716
