dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl1000_mr3_nv10_12,0.87,0.588,0.702,0.833,0.735,0.781,0.727,0.706,0.716
SIR01_sl1000_mr3_nv10_13,0.846,0.611,0.71,0.909,0.556,0.69,0.759,0.611,0.677
SIR01_sl1000_mr3_nv10_14,0.952,0.714,0.816,0.909,0.714,0.8,0.917,0.786,0.846
SIR01_sl1000_mr3_nv10_15,1,0.333,0.5,0.8,0.444,0.571,0.667,0.667,0.667
SIR01_sl1000_mr3_nv10_16,0.92,0.719,0.807,0.893,0.781,0.833,0.926,0.781,0.847
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.857,0.6,0.706,0.857,0.6,0.706
SIR01_sl1000_mr3_nv10_18,0.9,0.75,0.818,0.947,0.75,0.837,0.792,0.792,0.792
SIR01_sl1000_mr3_nv10_19,0.5,0.433,0.464,0.824,0.467,0.596,0.538,0.467,0.5
SIR01_sl1000_mr3_nv10_2,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,0.727,0.667,0.696,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr3_nv10_3,0.765,0.65,0.703,0.867,0.65,0.743,0.7,0.7,0.7
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,0.9,0.75,0.818,0.917,0.917,0.917
SIR01_sl1000_mr3_nv10_5,0.857,0.643,0.735,0.818,0.643,0.72,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_6,0.604,0.537,0.569,0.786,0.611,0.688,0.618,0.63,0.624
SIR01_sl1000_mr3_nv10_7,0.714,0.652,0.682,0.812,0.565,0.667,0.714,0.652,0.682
SIR01_sl1000_mr3_nv10_8,1,0.5,0.667,1,0.6,0.75,0.875,0.7,0.778
SIR01_sl1000_mr3_nv10_9,0.895,0.586,0.708,1,0.552,0.711,0.895,0.586,0.708
SIR01_sl250_mr15_nv10_1,1,0.294,0.455,0.667,0.471,0.552,0.667,0.471,0.552
SIR01_sl250_mr15_nv10_10,1,0.375,0.545,0.727,0.571,0.64,0.688,0.589,0.635
SIR01_sl250_mr15_nv10_11,1,0.292,0.452,0.667,0.417,0.513,0.625,0.417,0.5
SIR01_sl250_mr15_nv10_12,1,0.316,0.48,0.684,0.684,0.684,0.722,0.684,0.703
SIR01_sl250_mr15_nv10_13,1,0.231,0.375,0.636,0.538,0.583,0.692,0.692,0.692
SIR01_sl250_mr15_nv10_14,1,0.4,0.571,0.615,0.533,0.571,0.615,0.533,0.571
SIR01_sl250_mr15_nv10_15,1,0.125,0.222,0.333,0.25,0.286,0.333,0.25,0.286
SIR01_sl250_mr15_nv10_16,1,0.348,0.516,0.778,0.609,0.683,0.8,0.522,0.632
SIR01_sl250_mr15_nv10_17,1,0.429,0.6,0.875,1,0.933,0.75,0.857,0.8
SIR01_sl250_mr15_nv10_18,0.5,0.1,0.167,0.545,0.6,0.571,0.524,0.55,0.537
SIR01_sl250_mr15_nv10_19,1,0.714,0.833,0.714,0.714,0.714,0.714,0.714,0.714
SIR01_sl250_mr15_nv10_2,1,0.444,0.615,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl250_mr15_nv10_20,0.5,0.143,0.222,0.5,0.571,0.533,0.5,0.571,0.533
SIR01_sl250_mr15_nv10_3,1,0.214,0.353,0.615,0.571,0.593,0.727,0.571,0.64
SIR01_sl250_mr15_nv10_4,0.667,0.333,0.444,0.667,0.5,0.571,0.7,0.583,0.636
SIR01_sl250_mr15_nv10_5,1,0.222,0.364,0.5,0.444,0.471,0.714,0.556,0.625
SIR01_sl250_mr15_nv10_6,0.8,0.186,0.302,0.6,0.279,0.381,0.632,0.279,0.387
SIR01_sl250_mr15_nv10_7,0.9,0.22,0.353,0.696,0.39,0.5,0.654,0.415,0.507
SIR01_sl250_mr15_nv10_8,0.8,0.444,0.571,0.833,0.556,0.667,0.75,0.667,0.706
SIR01_sl250_mr15_nv10_9,1,0.1,0.182,0.286,0.2,0.235,0.286,0.2,0.235
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.6,0.75,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_10,0.4,0.154,0.222,0.5,0.308,0.381,0.583,0.538,0.56
SIR01_sl500_mr15_nv10_11,0.909,0.588,0.714,0.857,0.706,0.774,0.722,0.765,0.743
SIR01_sl500_mr15_nv10_12,1,0.167,0.286,0.667,0.333,0.444,0.667,0.333,0.444
SIR01_sl500_mr15_nv10_13,0.6,0.429,0.5,0.714,0.714,0.714,0.714,0.714,0.714
SIR01_sl500_mr15_nv10_14,0.667,0.513,0.58,0.792,0.487,0.603,0.636,0.538,0.583
SIR01_sl500_mr15_nv10_15,0.75,0.5,0.6,0.72,0.6,0.655,0.769,0.667,0.714
SIR01_sl500_mr15_nv10_16,0.833,0.5,0.625,0.727,0.8,0.762,0.727,0.8,0.762
SIR01_sl500_mr15_nv10_17,1,0.615,0.762,0.75,0.692,0.72,0.833,0.769,0.8
SIR01_sl500_mr15_nv10_18,0.857,0.48,0.615,0.824,0.56,0.667,0.778,0.56,0.651
SIR01_sl500_mr15_nv10_19,0.824,0.519,0.636,0.842,0.593,0.696,0.75,0.667,0.706
SIR01_sl500_mr15_nv10_2,0.818,0.429,0.562,0.8,0.762,0.78,0.778,0.667,0.718
SIR01_sl500_mr15_nv10_20,1,0.52,0.684,0.941,0.64,0.762,0.944,0.68,0.791
SIR01_sl500_mr15_nv10_3,1,0.632,0.774,0.882,0.789,0.833,0.75,0.789,0.769
SIR01_sl500_mr15_nv10_4,0.833,0.612,0.706,0.8,0.653,0.719,0.854,0.714,0.778
SIR01_sl500_mr15_nv10_5,0.906,0.558,0.69,0.875,0.673,0.761,0.841,0.712,0.771
SIR01_sl500_mr15_nv10_6,1,0.586,0.739,1,0.862,0.926,0.931,0.931,0.931
SIR01_sl500_mr15_nv10_7,1,0.571,0.727,0.75,0.857,0.8,0.75,0.857,0.8
SIR01_sl500_mr15_nv10_8,1,0.25,0.4,0.75,0.375,0.5,0.75,0.375,0.5
SIR01_sl500_mr15_nv10_9,0.921,0.614,0.737,0.935,0.754,0.835,0.863,0.772,0.815
,0.867939285714286,0.563635714285714,0.663346428571429,0.823237500000001,0.68267142857143,0.737394642857144,0.793051785714286,0.740153571428571,0.759901785714286
