dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SEIR015_sl1000_mr025_nv20_8,0.582,0.687,0.63,0.657,0.687,0.672,0.63,0.761,0.689
SEIR015_sl1000_mr0125_nv10_5,0.72,0.353,0.474,0.773,0.333,0.466,0.902,0.902,0.902
SEIR015_sl500_mr025_nv10_4,0.583,0.683,0.629,0.63,0.707,0.667,0.66,0.756,0.705
SIR01_sl1000_mr15_nv5_18,1,0.778,0.875,1,0.778,0.875,0.778,0.778,0.778
SEIR015_sl1000_mr05_nv10_20,0.216,0.39,0.278,0.455,0.244,0.317,0.535,0.561,0.548
SIR003_sl1000_mr05_nv10_20,0.75,0.333,0.462,0.75,0.333,0.462,0.333,0.333,0.333
SEIR01_sl1000_mr025_nv5_4,0.881,0.74,0.804,0.902,0.74,0.813,0.76,0.76,0.76
SIR003_sl1000_mr1_nv10_14,0.897,0.722,0.8,0.9,0.75,0.818,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_19,0.333,0.455,0.385,0.357,0.455,0.4,0.333,0.455,0.385
SEIR01_sl1000_mr025_nv5_19,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948
SEIR015_sl500_mr025_nv10_5,0.867,0.929,0.897,0.867,0.929,0.897,0.867,0.929,0.897
SEIR015_sl1000_mr05_nv10_8,0.75,0.75,0.75,0.794,0.75,0.771,0.821,0.889,0.853
SIR01_sl1000_mr15_nv10_1,0.725,0.587,0.649,0.778,0.556,0.648,0.761,0.556,0.642
SIR003_sl1000_mr1_nv10_19,0.82,0.641,0.719,0.837,0.641,0.726,0.737,0.656,0.694
SIR003_sl1000_mr05_nv20_8,0.708,0.63,0.667,0.708,0.63,0.667,0.63,0.63,0.63
SEIR01_sl500_mr025_nv10_13,0.765,0.65,0.703,0.824,0.7,0.757,0.714,0.75,0.732
SEIR01_sl1000_mr0125_nv10_19,0.926,0.833,0.877,0.926,0.833,0.877,0.903,0.933,0.918
SIR003_sl500_mr05_nv10_20,0.667,0.5,0.571,0.667,0.5,0.571,0.625,0.625,0.625
SIR003_sl1000_mr05_nv10_19,0.789,0.811,0.8,0.833,0.811,0.822,0.789,0.811,0.8
SIR003_sl500_mr05_nv10_13,0.762,0.667,0.711,0.767,0.688,0.725,0.667,0.625,0.645
SIR01_sl1000_mr15_nv20_10,1,0.692,0.818,1,0.692,0.818,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv5_12,0.429,0.273,0.333,0.5,0.364,0.421,0.636,0.636,0.636
SIR003_sl1000_mr05_nv20_16,0.857,0.698,0.769,0.857,0.698,0.769,0.705,0.721,0.713
SEIR01_sl1000_mr025_nv20_19,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
SIR01_sl250_mr15_nv10_12,0.44,0.579,0.5,0.579,0.579,0.579,0.458,0.579,0.512
SIR01_sl1000_mr15_nv20_1,0.815,0.688,0.746,0.909,0.625,0.741,0.719,0.719,0.719
SEIR015_sl1000_mr025_nv5_10,0.676,0.639,0.657,0.7,0.583,0.636,0.625,0.694,0.658
SEIR01_sl250_mr025_nv10_10,0.75,0.706,0.727,0.722,0.765,0.743,0.778,0.824,0.8
SEIR01_sl1000_mr025_nv20_2,0.907,0.929,0.918,0.907,0.929,0.918,0.907,0.929,0.918
SIR01_sl1000_mr15_nv10_3,0.9,0.763,0.826,0.882,0.763,0.818,0.833,0.763,0.796
SEIR01_sl1000_mr025_nv10_2,0.913,0.955,0.933,0.913,0.955,0.933,0.913,0.955,0.933
SEIR01_sl1000_mr025_nv10_10,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
SIR01_sl1000_mr15_nv5_3,0.6,0.333,0.429,0.4,0.222,0.286,0.4,0.444,0.421
SEIR015_sl1000_mr025_nv20_13,0.583,0.778,0.667,0.667,0.889,0.762,0.692,1,0.818
SIR003_sl500_mr05_nv10_2,0.844,0.794,0.818,0.818,0.794,0.806,0.824,0.824,0.824
SIR003_sl500_mr05_nv10_19,0.692,0.6,0.643,0.692,0.6,0.643,0.633,0.633,0.633
SIR003_sl1000_mr05_nv5_1,0.758,0.714,0.735,0.781,0.714,0.746,0.694,0.714,0.704
SIR01_sl500_mr15_nv10_16,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr05_nv10_2,0.889,1,0.941,0.889,1,0.941,0.889,1,0.941
SIR01_sl1000_mr3_nv10_11,0.905,0.667,0.768,0.907,0.684,0.78,0.864,0.667,0.752
SIR01_sl1000_mr15_nv5_4,0.917,0.44,0.595,0.917,0.44,0.595,0.56,0.56,0.56
SIR003_sl1000_mr05_nv20_14,0.909,1,0.952,0.9,0.9,0.9,1,1,1
SIR01_sl250_mr15_nv10_4,0.545,0.5,0.522,0.545,0.5,0.522,0.538,0.583,0.56
SEIR015_sl250_mr025_nv10_8,0.636,0.778,0.7,0.783,0.667,0.72,0.733,0.815,0.772
SIR003_sl1000_mr025_nv10_14,0.846,0.733,0.786,0.846,0.733,0.786,0.8,0.8,0.8
SEIR015_sl500_mr025_nv10_16,0.545,0.5,0.522,0.6,0.75,0.667,0.714,0.833,0.769
SEIR01_sl1000_mr025_nv5_12,0.824,0.737,0.778,0.824,0.737,0.778,0.842,0.842,0.842
SIR01_sl1000_mr3_nv10_7,0.812,0.565,0.667,0.812,0.565,0.667,0.696,0.696,0.696
SEIR015_sl1000_mr025_nv5_1,0.7,0.5,0.583,1,0.643,0.783,1,0.643,0.783
SEIR015_sl500_mr025_nv10_18,0.765,0.5,0.605,0.765,0.5,0.605,0.852,0.885,0.868
SEIR01_sl500_mr025_nv10_12,0.83,0.863,0.846,0.868,0.902,0.885,0.889,0.941,0.914
SEIR015_sl500_mr025_nv10_20,0.712,0.734,0.723,0.742,0.719,0.73,0.779,0.828,0.803
SEIR015_sl500_mr025_nv10_11,0.143,0.125,0.133,0.167,0.125,0.143,0.182,0.25,0.211
SEIR01_sl250_mr025_nv10_11,0.7,0.875,0.778,0.684,0.812,0.743,0.684,0.812,0.743
SIR01_sl1000_mr15_nv5_9,0.812,0.553,0.658,0.794,0.574,0.667,0.75,0.574,0.651
SIR003_sl250_mr05_nv10_5,0.783,0.818,0.8,0.739,0.773,0.756,0.696,0.727,0.711
SIR01_sl500_mr15_nv10_6,0.966,0.966,0.966,0.967,1,0.983,0.933,0.966,0.949
SEIR015_sl500_mr025_nv10_17,0.722,0.929,0.813,0.765,0.929,0.839,0.684,0.929,0.788
SEIR015_sl1000_mr025_nv5_9,0.444,0.5,0.471,0.595,0.55,0.571,0.568,0.625,0.595
SEIR01_sl1000_mr025_nv20_12,0.842,0.889,0.865,0.889,0.889,0.889,0.889,0.889,0.889
SIR003_sl1000_mr1_nv10_5,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714
SEIR01_sl1000_mr05_nv10_11,0.833,0.781,0.806,0.8,0.75,0.774,0.794,0.844,0.818
,0.759221428571429,0.706510714285715,0.723591071428572,0.774775000000001,0.697494642857144,0.727033928571429,0.734207142857144,0.750407142857143,0.738898214285715
