dataset,precision,recall,f1
SIR01_sl1000_mr075_nv10_20,0.741,0.667,0.702
SIR01_sl1000_mr075_nv10_3,0.545,0.545,0.545
SIR01_sl1000_mr075_nv10_4,0.846,0.868,0.857
SIR01_sl1000_mr075_nv10_5,0.842,0.75,0.793
SIR01_sl1000_mr075_nv10_6,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,0.875,0.875,0.875
SIR01_sl1000_mr075_nv10_8,0.75,0.562,0.643
SIR01_sl1000_mr075_nv10_9,0.708,0.63,0.667
SIR01_sl1000_mr15_nv10_1,0.618,0.54,0.576
SIR01_sl1000_mr15_nv10_10,0.733,0.688,0.71
SIR01_sl1000_mr15_nv10_11,0.667,0.667,0.667
SIR01_sl1000_mr15_nv10_12,0.667,0.5,0.571
SIR01_sl1000_mr15_nv10_13,0.846,0.647,0.733
SIR01_sl1000_mr15_nv10_14,1,1,1
SIR01_sl1000_mr15_nv10_15,0.606,0.526,0.563
SIR01_sl1000_mr15_nv10_16,0.857,0.857,0.857
SIR01_sl1000_mr15_nv10_17,0.938,0.75,0.833
SIR01_sl1000_mr15_nv10_18,0.706,0.696,0.701
SIR01_sl1000_mr15_nv10_19,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_2,0.909,0.769,0.833
SIR01_sl1000_mr15_nv10_20,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.8,0.746,0.772
SIR01_sl1000_mr15_nv10_4,0.75,0.75,0.75
SIR01_sl1000_mr15_nv10_5,0.9,0.9,0.9
SIR01_sl1000_mr15_nv10_6,0.714,0.714,0.714
SIR01_sl1000_mr15_nv10_7,0.814,0.7,0.753
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75
SIR01_sl1000_mr15_nv10_9,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_1,0.786,0.688,0.733
SIR01_sl1000_mr15_nv20_10,0.769,0.769,0.769
SIR01_sl1000_mr15_nv20_11,0.847,0.847,0.847
SIR01_sl1000_mr15_nv20_12,0.75,0.6,0.667
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4
SIR01_sl1000_mr15_nv20_15,0.455,0.357,0.4
SIR01_sl1000_mr15_nv20_16,0.9,0.857,0.878
SIR01_sl1000_mr15_nv20_17,0.714,0.714,0.714
SIR01_sl1000_mr15_nv20_18,0.933,0.933,0.933
SIR01_sl1000_mr15_nv20_19,0.891,0.804,0.845
SIR01_sl1000_mr15_nv20_2,0.5,0.5,0.5
SIR01_sl1000_mr15_nv20_20,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_3,0.8,0.8,0.8
SIR01_sl1000_mr15_nv20_4,0.785,0.739,0.761
SIR01_sl1000_mr15_nv20_5,0.7,0.7,0.7
SIR01_sl1000_mr15_nv20_6,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,0.786,0.786,0.786
SIR01_sl1000_mr15_nv20_8,0.864,0.792,0.826
SIR01_sl1000_mr15_nv20_9,0.87,0.769,0.816
SIR01_sl1000_mr15_nv5_1,0.739,0.607,0.667
SIR01_sl1000_mr15_nv5_10,0.909,0.909,0.909
SIR01_sl1000_mr15_nv5_11,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_12,0.5,0.435,0.465
SIR01_sl1000_mr15_nv5_13,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.727,0.727,0.727
SIR01_sl1000_mr15_nv5_15,0.75,0.733,0.742
SIR01_sl1000_mr15_nv5_16,0.444,0.444,0.444
SIR01_sl1000_mr15_nv5_17,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_19,0.65,0.619,0.634
SIR01_sl1000_mr15_nv5_2,0.645,0.571,0.606
SIR01_sl1000_mr15_nv5_20,0.867,0.765,0.812
SIR01_sl1000_mr15_nv5_3,0.444,0.444,0.444
SIR01_sl1000_mr15_nv5_4,0.571,0.48,0.522
SIR01_sl1000_mr15_nv5_5,0.545,0.545,0.545
SIR01_sl1000_mr15_nv5_6,0.684,0.565,0.619
SIR01_sl1000_mr15_nv5_7,1,0.5,0.667
SIR01_sl1000_mr15_nv5_8,0.375,0.375,0.375
SIR01_sl1000_mr15_nv5_9,0.73,0.574,0.643
SIR01_sl1000_mr3_nv10_1,0.767,0.767,0.767
SIR01_sl1000_mr3_nv10_10,0.875,0.778,0.824
SIR01_sl1000_mr3_nv10_11,0.816,0.702,0.755
SIR01_sl1000_mr3_nv10_12,0.8,0.706,0.75
SIR01_sl1000_mr3_nv10_13,0.742,0.639,0.687
SIR01_sl1000_mr3_nv10_14,0.885,0.821,0.852
SIR01_sl1000_mr3_nv10_15,0.556,0.556,0.556
SIR01_sl1000_mr3_nv10_16,0.857,0.75,0.8
SIR01_sl1000_mr3_nv10_17,0.8,0.8,0.8
SIR01_sl1000_mr3_nv10_18,0.818,0.75,0.783
SIR01_sl1000_mr3_nv10_19,0.5,0.467,0.483
SIR01_sl1000_mr3_nv10_2,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,0.667,0.667,0.667
SIR01_sl1000_mr3_nv10_3,0.7,0.7,0.7
SIR01_sl1000_mr3_nv10_4,0.917,0.917,0.917
SIR01_sl1000_mr3_nv10_5,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_6,0.654,0.63,0.642
SIR01_sl1000_mr3_nv10_7,0.75,0.652,0.698
SIR01_sl1000_mr3_nv10_8,0.6,0.6,0.6
SIR01_sl1000_mr3_nv10_9,0.826,0.655,0.731
SIR01_sl250_mr15_nv10_1,0.619,0.765,0.684
SIR01_sl250_mr15_nv10_10,0.679,0.643,0.661
SIR01_sl250_mr15_nv10_11,0.545,0.5,0.522
SIR01_sl250_mr15_nv10_12,0.571,0.632,0.6
SIR01_sl250_mr15_nv10_13,0.375,0.462,0.414
SIR01_sl250_mr15_nv10_14,0.444,0.533,0.485
SIR01_sl250_mr15_nv10_15,0.375,0.375,0.375
SIR01_sl250_mr15_nv10_16,0.68,0.739,0.708
SIR01_sl250_mr15_nv10_17,1,1,1
SIR01_sl250_mr15_nv10_18,0.48,0.6,0.533
SIR01_sl250_mr15_nv10_19,0.75,0.857,0.8
SIR01_sl250_mr15_nv10_2,0.545,0.667,0.6
SIR01_sl250_mr15_nv10_20,0.5,0.571,0.533
SIR01_sl250_mr15_nv10_3,0.5,0.643,0.563
SIR01_sl250_mr15_nv10_4,0.538,0.583,0.56
SIR01_sl250_mr15_nv10_5,0.8,0.889,0.842
SIR01_sl250_mr15_nv10_6,0.378,0.395,0.386
SIR01_sl250_mr15_nv10_7,0.641,0.61,0.625
SIR01_sl250_mr15_nv10_8,0.556,0.556,0.556
SIR01_sl250_mr15_nv10_9,0.5,0.5,0.5
SIR01_sl500_mr15_nv10_1,0.5,0.4,0.444
SIR01_sl500_mr15_nv10_10,0.538,0.538,0.538
SIR01_sl500_mr15_nv10_11,0.722,0.765,0.743
SIR01_sl500_mr15_nv10_12,0.5,0.667,0.571
SIR01_sl500_mr15_nv10_13,0.5,0.571,0.533
SIR01_sl500_mr15_nv10_14,0.629,0.564,0.595
SIR01_sl500_mr15_nv10_15,0.625,0.667,0.645
SIR01_sl500_mr15_nv10_16,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_17,0.769,0.769,0.769
SIR01_sl500_mr15_nv10_18,0.625,0.6,0.612
SIR01_sl500_mr15_nv10_19,0.786,0.815,0.8
SIR01_sl500_mr15_nv10_2,0.667,0.667,0.667
SIR01_sl500_mr15_nv10_20,0.826,0.76,0.792
SIR01_sl500_mr15_nv10_3,0.722,0.684,0.703
SIR01_sl500_mr15_nv10_4,0.8,0.735,0.766
SIR01_sl500_mr15_nv10_5,0.725,0.712,0.718
SIR01_sl500_mr15_nv10_6,0.935,1,0.967
SIR01_sl500_mr15_nv10_7,0.75,0.857,0.8
SIR01_sl500_mr15_nv10_8,0.625,0.625,0.625
SIR01_sl500_mr15_nv10_9,0.83,0.772,0.8
,0.728417857142857,0.734533928571429,0.728780357142858
