dataset,precision,recall,f1
SIR01_sl1000_mr075_nv10_2,0.727,0.727,0.727
SIR01_sl1000_mr075_nv10_20,0.733,0.733,0.733
SIR01_sl1000_mr075_nv10_3,0.545,0.545,0.545
SIR01_sl1000_mr075_nv10_4,0.846,0.868,0.857
SIR01_sl1000_mr075_nv10_5,0.758,0.781,0.769
SIR01_sl1000_mr075_nv10_6,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_8,0.562,0.562,0.562
SIR01_sl1000_mr075_nv10_9,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_1,0.545,0.571,0.558
SIR01_sl1000_mr15_nv10_10,0.636,0.656,0.646
SIR01_sl1000_mr15_nv10_11,0.667,0.667,0.667
SIR01_sl1000_mr15_nv10_12,0.542,0.542,0.542
SIR01_sl1000_mr15_nv10_13,0.824,0.824,0.824
SIR01_sl1000_mr15_nv10_14,1,1,1
SIR01_sl1000_mr15_nv10_15,0.579,0.579,0.579
SIR01_sl1000_mr15_nv10_16,0.857,0.857,0.857
SIR01_sl1000_mr15_nv10_17,0.8,0.8,0.8
SIR01_sl1000_mr15_nv10_18,0.686,0.696,0.691
SIR01_sl1000_mr15_nv10_19,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_2,0.538,0.538,0.538
SIR01_sl1000_mr15_nv10_20,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.717,0.729,0.723
SIR01_sl1000_mr15_nv10_4,0.5,0.5,0.5
SIR01_sl1000_mr15_nv10_5,0.9,0.9,0.9
SIR01_sl1000_mr15_nv10_6,0.714,0.714,0.714
SIR01_sl1000_mr15_nv10_7,0.7,0.7,0.7
SIR01_sl1000_mr15_nv10_8,0.8,0.8,0.8
SIR01_sl1000_mr15_nv10_9,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_1,0.697,0.719,0.708
SIR01_sl1000_mr15_nv20_10,0.692,0.692,0.692
SIR01_sl1000_mr15_nv20_11,0.864,0.864,0.864
SIR01_sl1000_mr15_nv20_12,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4
SIR01_sl1000_mr15_nv20_15,0.357,0.357,0.357
SIR01_sl1000_mr15_nv20_16,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_17,0.714,0.714,0.714
SIR01_sl1000_mr15_nv20_18,0.933,0.933,0.933
SIR01_sl1000_mr15_nv20_19,0.824,0.824,0.824
SIR01_sl1000_mr15_nv20_2,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_20,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_3,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_4,0.739,0.739,0.739
SIR01_sl1000_mr15_nv20_5,0.7,0.7,0.7
SIR01_sl1000_mr15_nv20_6,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,0.821,0.821,0.821
SIR01_sl1000_mr15_nv20_8,0.812,0.812,0.812
SIR01_sl1000_mr15_nv20_9,0.769,0.769,0.769
SIR01_sl1000_mr15_nv5_1,0.679,0.679,0.679
SIR01_sl1000_mr15_nv5_10,1,1,1
SIR01_sl1000_mr15_nv5_11,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_12,0.522,0.522,0.522
SIR01_sl1000_mr15_nv5_13,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.708,0.773,0.739
SIR01_sl1000_mr15_nv5_15,0.756,0.756,0.756
SIR01_sl1000_mr15_nv5_16,0.4,0.444,0.421
SIR01_sl1000_mr15_nv5_17,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,0.778,0.778,0.778
SIR01_sl1000_mr15_nv5_19,0.619,0.619,0.619
SIR01_sl1000_mr15_nv5_2,0.543,0.543,0.543
SIR01_sl1000_mr15_nv5_20,0.765,0.765,0.765
SIR01_sl1000_mr15_nv5_3,0.222,0.222,0.222
SIR01_sl1000_mr15_nv5_4,0.52,0.52,0.52
SIR01_sl1000_mr15_nv5_5,0.545,0.545,0.545
SIR01_sl1000_mr15_nv5_6,0.522,0.522,0.522
SIR01_sl1000_mr15_nv5_7,0.5,0.5,0.5
SIR01_sl1000_mr15_nv5_8,0.375,0.375,0.375
SIR01_sl1000_mr15_nv5_9,0.596,0.596,0.596
SIR01_sl1000_mr3_nv10_1,0.677,0.7,0.689
SIR01_sl1000_mr3_nv10_10,0.889,0.889,0.889
SIR01_sl1000_mr3_nv10_11,0.655,0.667,0.661
SIR01_sl1000_mr3_nv10_12,0.765,0.765,0.765
SIR01_sl1000_mr3_nv10_13,0.639,0.639,0.639
SIR01_sl1000_mr3_nv10_14,0.759,0.786,0.772
SIR01_sl1000_mr3_nv10_15,0.556,0.556,0.556
SIR01_sl1000_mr3_nv10_16,0.812,0.812,0.812
SIR01_sl1000_mr3_nv10_17,0.8,0.8,0.8
SIR01_sl1000_mr3_nv10_18,0.792,0.792,0.792
SIR01_sl1000_mr3_nv10_19,0.419,0.433,0.426
SIR01_sl1000_mr3_nv10_2,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_3,0.7,0.7,0.7
SIR01_sl1000_mr3_nv10_4,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_5,0.714,0.714,0.714
SIR01_sl1000_mr3_nv10_6,0.667,0.667,0.667
SIR01_sl1000_mr3_nv10_7,0.609,0.609,0.609
SIR01_sl1000_mr3_nv10_8,0.8,0.8,0.8
SIR01_sl1000_mr3_nv10_9,0.655,0.655,0.655
SIR01_sl250_mr15_nv10_1,0.619,0.765,0.684
SIR01_sl250_mr15_nv10_10,0.6,0.643,0.621
SIR01_sl250_mr15_nv10_11,0.462,0.5,0.48
SIR01_sl250_mr15_nv10_12,0.5,0.632,0.558
SIR01_sl250_mr15_nv10_13,0.353,0.462,0.4
SIR01_sl250_mr15_nv10_14,0.444,0.533,0.485
SIR01_sl250_mr15_nv10_15,0.4,0.5,0.444
SIR01_sl250_mr15_nv10_16,0.6,0.652,0.625
SIR01_sl250_mr15_nv10_17,1,1,1
SIR01_sl250_mr15_nv10_18,0.5,0.65,0.565
SIR01_sl250_mr15_nv10_19,0.75,0.857,0.8
SIR01_sl250_mr15_nv10_2,0.545,0.667,0.6
SIR01_sl250_mr15_nv10_20,0.375,0.429,0.4
SIR01_sl250_mr15_nv10_3,0.5,0.643,0.563
SIR01_sl250_mr15_nv10_4,0.538,0.583,0.56
SIR01_sl250_mr15_nv10_5,0.8,0.889,0.842
SIR01_sl250_mr15_nv10_6,0.46,0.535,0.495
SIR01_sl250_mr15_nv10_7,0.574,0.659,0.614
SIR01_sl250_mr15_nv10_8,0.556,0.556,0.556
SIR01_sl250_mr15_nv10_9,0.333,0.4,0.364
SIR01_sl500_mr15_nv10_1,0.4,0.4,0.4
SIR01_sl500_mr15_nv10_10,0.538,0.538,0.538
SIR01_sl500_mr15_nv10_11,0.706,0.706,0.706
SIR01_sl500_mr15_nv10_12,0.5,0.667,0.571
SIR01_sl500_mr15_nv10_13,0.429,0.429,0.429
SIR01_sl500_mr15_nv10_14,0.564,0.564,0.564
SIR01_sl500_mr15_nv10_15,0.625,0.667,0.645
SIR01_sl500_mr15_nv10_16,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_17,0.692,0.692,0.692
SIR01_sl500_mr15_nv10_18,0.56,0.56,0.56
SIR01_sl500_mr15_nv10_19,0.793,0.852,0.821
SIR01_sl500_mr15_nv10_2,0.636,0.667,0.651
SIR01_sl500_mr15_nv10_20,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_3,0.65,0.684,0.667
SIR01_sl500_mr15_nv10_4,0.653,0.653,0.653
SIR01_sl500_mr15_nv10_5,0.698,0.712,0.705
SIR01_sl500_mr15_nv10_6,0.935,1,0.967
SIR01_sl500_mr15_nv10_7,0.75,0.857,0.8
SIR01_sl500_mr15_nv10_8,0.667,0.75,0.706
SIR01_sl500_mr15_nv10_9,0.759,0.772,0.765
,0.698708928571429,0.735103571428571,0.715182142857143
