dataset,precision,recall,f1
SIR01_sl1000_mr075_nv10_20,0.613,0.633,0.623
SIR01_sl1000_mr075_nv10_3,0.818,0.818,0.818
SIR01_sl1000_mr075_nv10_4,0.795,0.816,0.805
SIR01_sl1000_mr075_nv10_5,0.667,0.688,0.677
SIR01_sl1000_mr075_nv10_6,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,0.792,0.792,0.792
SIR01_sl1000_mr075_nv10_8,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_9,0.667,0.667,0.667
SIR01_sl1000_mr15_nv10_1,0.554,0.571,0.562
SIR01_sl1000_mr15_nv10_10,0.765,0.812,0.788
SIR01_sl1000_mr15_nv10_11,0.583,0.583,0.583
SIR01_sl1000_mr15_nv10_12,0.583,0.583,0.583
SIR01_sl1000_mr15_nv10_13,0.706,0.706,0.706
SIR01_sl1000_mr15_nv10_14,1,1,1
SIR01_sl1000_mr15_nv10_15,0.526,0.526,0.526
SIR01_sl1000_mr15_nv10_16,0.625,0.714,0.667
SIR01_sl1000_mr15_nv10_17,0.8,0.8,0.8
SIR01_sl1000_mr15_nv10_18,0.7,0.71,0.705
SIR01_sl1000_mr15_nv10_19,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_2,0.538,0.538,0.538
SIR01_sl1000_mr15_nv10_20,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.817,0.831,0.824
SIR01_sl1000_mr15_nv10_4,0.625,0.625,0.625
SIR01_sl1000_mr15_nv10_5,0.7,0.7,0.7
SIR01_sl1000_mr15_nv10_6,1,1,1
SIR01_sl1000_mr15_nv10_7,0.667,0.68,0.673
SIR01_sl1000_mr15_nv10_8,0.6,0.6,0.6
SIR01_sl1000_mr15_nv10_9,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_1,0.697,0.719,0.708
SIR01_sl1000_mr15_nv20_10,0.846,0.846,0.846
SIR01_sl1000_mr15_nv20_11,0.966,0.966,0.966
SIR01_sl1000_mr15_nv20_12,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4
SIR01_sl1000_mr15_nv20_15,0.357,0.357,0.357
SIR01_sl1000_mr15_nv20_16,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_17,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_18,0.871,0.9,0.885
SIR01_sl1000_mr15_nv20_19,0.863,0.863,0.863
SIR01_sl1000_mr15_nv20_2,0.7,0.7,0.7
SIR01_sl1000_mr15_nv20_20,0.786,0.786,0.786
SIR01_sl1000_mr15_nv20_3,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_4,0.681,0.681,0.681
SIR01_sl1000_mr15_nv20_5,0.9,0.9,0.9
SIR01_sl1000_mr15_nv20_6,0.778,0.875,0.824
SIR01_sl1000_mr15_nv20_7,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_8,0.854,0.854,0.854
SIR01_sl1000_mr15_nv20_9,0.731,0.731,0.731
SIR01_sl1000_mr15_nv5_1,0.655,0.679,0.667
SIR01_sl1000_mr15_nv5_10,0.909,0.909,0.909
SIR01_sl1000_mr15_nv5_11,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_12,0.417,0.435,0.426
SIR01_sl1000_mr15_nv5_13,0.824,0.875,0.848
SIR01_sl1000_mr15_nv5_14,0.625,0.682,0.652
SIR01_sl1000_mr15_nv5_15,0.711,0.711,0.711
SIR01_sl1000_mr15_nv5_16,0.5,0.556,0.526
SIR01_sl1000_mr15_nv5_17,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,0.778,0.778,0.778
SIR01_sl1000_mr15_nv5_19,0.571,0.571,0.571
SIR01_sl1000_mr15_nv5_2,0.611,0.629,0.62
SIR01_sl1000_mr15_nv5_20,0.706,0.706,0.706
SIR01_sl1000_mr15_nv5_3,0.3,0.333,0.316
SIR01_sl1000_mr15_nv5_4,0.56,0.56,0.56
SIR01_sl1000_mr15_nv5_5,0.545,0.545,0.545
SIR01_sl1000_mr15_nv5_6,0.652,0.652,0.652
SIR01_sl1000_mr15_nv5_7,0.5,0.5,0.5
SIR01_sl1000_mr15_nv5_8,0.375,0.375,0.375
SIR01_sl1000_mr15_nv5_9,0.574,0.574,0.574
SIR01_sl1000_mr3_nv10_1,0.667,0.667,0.667
SIR01_sl1000_mr3_nv10_10,0.889,0.889,0.889
SIR01_sl1000_mr3_nv10_11,0.724,0.737,0.73
SIR01_sl1000_mr3_nv10_12,0.706,0.706,0.706
SIR01_sl1000_mr3_nv10_13,0.694,0.694,0.694
SIR01_sl1000_mr3_nv10_14,0.793,0.821,0.807
SIR01_sl1000_mr3_nv10_15,0.556,0.556,0.556
SIR01_sl1000_mr3_nv10_16,0.812,0.812,0.812
SIR01_sl1000_mr3_nv10_17,0.9,0.9,0.9
SIR01_sl1000_mr3_nv10_18,0.792,0.792,0.792
SIR01_sl1000_mr3_nv10_19,0.581,0.6,0.59
SIR01_sl1000_mr3_nv10_2,0.556,0.556,0.556
SIR01_sl1000_mr3_nv10_20,0.833,0.833,0.833
SIR01_sl1000_mr3_nv10_3,0.7,0.7,0.7
SIR01_sl1000_mr3_nv10_4,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_5,0.679,0.679,0.679
SIR01_sl1000_mr3_nv10_6,0.648,0.648,0.648
SIR01_sl1000_mr3_nv10_7,0.739,0.739,0.739
SIR01_sl1000_mr3_nv10_8,0.7,0.7,0.7
SIR01_sl1000_mr3_nv10_9,0.69,0.69,0.69
SIR01_sl250_mr15_nv10_1,0.591,0.765,0.667
SIR01_sl250_mr15_nv10_10,0.571,0.643,0.605
SIR01_sl250_mr15_nv10_11,0.5,0.542,0.52
SIR01_sl250_mr15_nv10_12,0.478,0.579,0.524
SIR01_sl250_mr15_nv10_13,0.353,0.462,0.4
SIR01_sl250_mr15_nv10_14,0.556,0.667,0.606
SIR01_sl250_mr15_nv10_15,0.222,0.25,0.235
SIR01_sl250_mr15_nv10_16,0.538,0.609,0.571
SIR01_sl250_mr15_nv10_17,1,1,1
SIR01_sl250_mr15_nv10_18,0.407,0.55,0.468
SIR01_sl250_mr15_nv10_19,0.75,0.857,0.8
SIR01_sl250_mr15_nv10_2,0.545,0.667,0.6
SIR01_sl250_mr15_nv10_20,0.375,0.429,0.4
SIR01_sl250_mr15_nv10_3,0.474,0.643,0.545
SIR01_sl250_mr15_nv10_4,0.462,0.5,0.48
SIR01_sl250_mr15_nv10_5,0.7,0.778,0.737
SIR01_sl250_mr15_nv10_6,0.412,0.488,0.447
SIR01_sl250_mr15_nv10_7,0.522,0.585,0.552
SIR01_sl250_mr15_nv10_8,0.778,0.778,0.778
SIR01_sl250_mr15_nv10_9,0.462,0.6,0.522
SIR01_sl500_mr15_nv10_1,0.6,0.6,0.6
SIR01_sl500_mr15_nv10_10,0.462,0.462,0.462
SIR01_sl500_mr15_nv10_11,0.588,0.588,0.588
SIR01_sl500_mr15_nv10_12,0.5,0.667,0.571
SIR01_sl500_mr15_nv10_13,0.714,0.714,0.714
SIR01_sl500_mr15_nv10_14,0.641,0.641,0.641
SIR01_sl500_mr15_nv10_15,0.606,0.667,0.635
SIR01_sl500_mr15_nv10_16,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_17,0.769,0.769,0.769
SIR01_sl500_mr15_nv10_18,0.577,0.6,0.588
SIR01_sl500_mr15_nv10_19,0.621,0.667,0.643
SIR01_sl500_mr15_nv10_2,0.652,0.714,0.682
SIR01_sl500_mr15_nv10_20,0.72,0.72,0.72
SIR01_sl500_mr15_nv10_3,0.75,0.789,0.769
SIR01_sl500_mr15_nv10_4,0.6,0.612,0.606
SIR01_sl500_mr15_nv10_5,0.75,0.75,0.75
SIR01_sl500_mr15_nv10_6,0.9,0.931,0.915
SIR01_sl500_mr15_nv10_7,0.75,0.857,0.8
SIR01_sl500_mr15_nv10_8,0.556,0.625,0.588
SIR01_sl500_mr15_nv10_9,0.78,0.807,0.793
,0.6697875,0.7088875,0.687375000000001
