edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
UnitedKingdom->USA,0.30,0.30,0.33,1.00,0.00,0.00,0.00
UnitedArabEmirates->HongKong,0.01,0.91,0.00,0.00,0.00,0.00,0.00
Malaysia->Australia,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Japan->Singapore,0.70,0.40,0.10,0.00,0.00,0.00,0.00
Japan->China,0.90,0.30,0.00,0.00,0.00,0.00,0.00
USA->Malaysia,0.00,0.80,0.00,0.00,0.00,0.00,0.00
Australia->USA,0.10,0.60,0.10,0.30,0.00,0.00,0.00
USA->Nigeria,0.10,0.20,0.10,0.10,0.00,0.00,0.00
USA->Romania,0.00,0.10,0.00,0.00,0.00,0.00,0.00
USA->Argentina,0.10,0.10,0.10,0.00,0.00,0.00,0.00
SaudiArabia->Poland,0.00,0.20,0.40,0.00,0.00,0.00,0.00
USA->HongKong,0.31,0.90,0.00,0.00,0.00,0.00,0.00
HongKong->India,0.00,0.60,0.00,0.00,0.00,0.00,0.00
India->SouthAfrica,0.00,0.30,0.23,0.30,0.00,0.00,0.00
Australia->Nigeria,0.00,0.30,0.00,0.00,0.00,0.00,0.00
HongKong->Thailand,0.10,0.70,0.00,0.00,0.00,0.00,0.00
USA->SaudiArabia,0.10,0.50,0.10,0.00,0.00,0.00,0.00
Spain->Greece,0.00,0.20,0.40,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Australia,0.00,0.10,0.30,0.01,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Netherlands,0.10,0.10,0.00,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Senegal,0.00,0.10,0.50,0.00,0.00,0.00,0.00
Turkey->Australia,0.00,0.50,0.10,0.09,0.00,0.00,0.00
Turkey->India,0.00,0.50,0.30,0.00,0.00,0.00,0.00
Australia->Georgia,0.10,1.00,0.30,0.00,0.00,0.00,0.00
China->NewZealand,0.50,0.40,0.10,0.22,0.00,0.00,0.00
China->Georgia,0.10,0.50,0.00,0.00,0.00,0.00,0.00
Spain->Morocco,0.10,0.20,0.20,0.00,0.00,0.00,0.00
Spain->Belgium,0.10,0.20,0.40,0.10,0.00,0.00,0.00
Morocco->Australia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
India->Oman,0.10,0.50,0.10,0.10,0.00,0.00,0.00
India->Thailand,0.10,0.70,0.60,0.10,0.00,0.00,0.00
India->Singapore,0.20,0.80,1.60,0.40,0.00,0.00,0.00
Singapore->BosniaandHerzegovina,0.00,0.10,0.10,0.00,0.00,0.00,0.00
UnitedKingdom->Singapore,0.00,0.40,1.30,0.70,0.00,0.00,0.00
Greece->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Greece->NewZealand,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Greece->Nigeria,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Japan->Taiwan,0.30,0.10,0.10,0.00,0.00,0.00,0.00
France->Germany,0.00,0.89,1.29,0.20,0.00,0.00,0.00
USA->India,0.00,0.21,0.30,0.00,0.00,0.00,0.00
USA->Bangladesh,0.00,0.10,0.10,0.00,0.00,0.00,0.00
India->Turkey,0.00,0.10,0.33,0.20,0.00,0.00,0.00
Singapore->Uganda,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SaudiArabia->Uganda,0.00,0.40,0.00,0.00,0.00,0.00,0.00
Australia->Uganda,0.00,0.50,0.00,0.00,0.00,0.00,0.00
Australia->Senegal,0.00,0.60,0.20,0.00,0.00,0.00,0.00
Uganda->Nigeria,0.00,0.10,0.00,0.00,0.00,0.00,0.00
France->CzechRepublic,0.00,0.20,0.59,0.00,0.00,0.00,0.00
France->Vietnam,0.00,0.10,0.80,0.10,0.00,0.00,0.00
Germany->Latvia,0.40,0.20,0.40,0.20,0.00,0.00,0.00
USA->Kazakhstan,0.10,0.20,0.10,0.20,0.00,0.00,0.00
Kazakhstan->Senegal,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Kazakhstan->France,0.00,0.10,0.50,0.00,0.00,0.00,0.00
Spain->Australia,0.10,0.20,0.80,0.40,0.00,0.00,0.00
UnitedKingdom->Netherlands,0.00,0.20,0.46,0.10,0.00,0.00,0.00
Sweden->Chile,0.10,0.10,0.29,0.00,0.00,0.00,0.00
Sweden->Georgia,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Turkey->Sweden,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Turkey->Thailand,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Sweden->USA,0.20,1.00,0.90,0.20,0.10,0.00,0.00
Sweden->Australia,0.10,0.10,0.10,0.10,0.00,0.00,0.00
Sweden->Vietnam,0.10,0.30,0.00,0.00,0.00,0.00,0.00
NewZealand->USA,0.00,0.05,0.10,0.45,0.00,0.00,0.00
Israel->UnitedArabEmirates,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Israel->France,0.00,0.30,1.00,0.10,0.00,0.00,0.00
Israel->Switzerland,0.00,0.20,0.10,0.00,0.00,0.00,0.00
Israel->Singapore,0.00,0.10,0.10,0.20,0.00,0.00,0.00
Israel->Chile,0.00,0.10,0.10,0.10,0.00,0.00,0.00
Germany->Israel,0.10,0.30,0.80,0.00,0.00,0.00,0.00
Germany->Brazil,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Germany->Finland,0.10,0.10,0.10,0.20,0.00,0.00,0.00
Finland->Denmark,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Finland->Canada,0.00,0.10,0.10,0.20,0.00,0.00,0.00
Finland->Chile,0.00,0.10,0.20,0.10,0.00,0.00,0.00
Russia->Switzerland,0.00,0.80,0.70,0.10,0.00,0.00,0.00
Switzerland->Japan,0.00,0.30,0.94,0.10,0.00,0.00,0.00
Japan->Vietnam,0.00,0.10,0.58,0.10,0.00,0.00,0.00
Japan->USA,0.10,0.30,0.30,0.00,0.00,0.00,0.00
Japan->Germany,0.00,0.20,0.39,0.10,0.00,0.00,0.00
Vietnam->Israel,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Vietnam->Poland,0.00,0.00,1.00,0.10,0.00,0.00,0.00
Poland->Germany,0.10,0.30,0.60,0.10,0.00,0.00,0.00
Poland->CzechRepublic,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Poland->HongKong,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Morocco,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Bangladesh->SouthAfrica,0.10,0.20,0.20,0.10,0.00,0.00,0.00
Bangladesh->Italy,0.30,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Taiwan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Russia->USA,0.00,0.30,0.38,0.10,0.00,0.00,0.00
Russia->CzechRepublic,0.00,0.40,1.08,0.10,0.00,0.00,0.00
Russia->BosniaandHerzegovina,0.00,0.30,0.40,0.00,0.00,0.00,0.00
Russia->Bangladesh,0.10,0.60,0.20,0.10,0.00,0.00,0.00
Russia->Portugal,0.00,0.30,0.50,0.08,0.00,0.00,0.00
Russia->Thailand,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Russia->Brazil,0.00,0.10,0.40,0.00,0.00,0.00,0.00
Russia->Morocco,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Vietnam->Mexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Vietnam->Japan,0.00,0.00,0.61,0.10,0.00,0.00,0.00
Vietnam->India,0.00,0.10,0.70,0.00,0.00,0.00,0.00
Vietnam->Iceland,0.10,0.10,0.20,0.10,0.00,0.00,0.00
Vietnam->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Chile,0.00,0.00,0.40,0.10,0.00,0.00,0.00
Vietnam->Portugal,0.00,0.00,1.01,0.20,0.00,0.00,0.00
Vietnam->Italy,0.00,0.10,1.30,0.20,0.00,0.00,0.00
SaudiArabia->Latvia,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Netherlands->Germany,0.20,0.00,1.10,0.00,0.00,0.00,0.00
Netherlands->Switzerland,0.10,0.20,0.68,0.20,0.00,0.00,0.00
Morocco->Bangladesh,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Turkey->Germany,0.00,0.00,0.10,0.00,0.00,0.00,0.00
USA->Uruguay,0.10,0.10,0.50,0.00,0.00,0.00,0.00
UnitedKingdom->Chile,0.10,0.30,1.14,0.25,0.00,0.00,0.00
Japan->Australia,0.30,0.60,0.30,0.20,0.00,0.00,0.00
Poland->Canada,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Poland->Latvia,0.10,0.10,0.20,0.00,0.00,0.00,0.00
Poland->Hungary,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Poland->Brazil,0.00,0.20,0.20,0.10,0.00,0.00,0.00
Luxembourg->CzechRepublic,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Italy->Netherlands,0.30,0.31,1.52,0.24,0.00,0.00,0.00
Italy->Romania,0.00,0.11,0.10,0.00,0.00,0.00,0.00
Italy->China,0.20,0.30,0.10,0.10,0.00,0.00,0.00
Italy->Brazil,0.30,0.30,0.44,0.00,0.00,0.00,0.00
Italy->Russia,0.10,0.50,0.76,0.20,0.00,0.00,0.00
Italy->Senegal,0.30,0.00,0.30,0.00,0.00,0.00,0.00
Italy->Hungary,0.10,0.10,0.50,0.11,0.00,0.00,0.00
BosniaandHerzegovina->Poland,0.20,0.00,0.10,0.10,0.00,0.00,0.00
BosniaandHerzegovina->UnitedKingdom,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Switzerland->China,0.20,0.00,0.20,0.00,0.00,0.00,0.00
Switzerland->BosniaandHerzegovina,0.40,0.20,0.30,0.00,0.00,0.00,0.00
Switzerland->Morocco,0.00,0.12,1.01,0.29,0.00,0.00,0.00
Morocco->BosniaandHerzegovina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Morocco->Senegal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Morocco->Taiwan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Russia->Luxembourg,0.00,0.20,0.40,0.27,0.00,0.00,0.00
Russia->UnitedArabEmirates,0.00,0.10,0.69,0.30,0.00,0.00,0.00
Portugal->Russia,0.00,0.00,0.50,0.00,0.00,0.00,0.00
SaudiArabia->Taiwan,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Italy->Colombia,0.00,0.00,0.40,0.00,0.00,0.00,0.00
UnitedKingdom->Morocco,0.10,0.10,0.50,0.06,0.00,0.00,0.00
Oman->Switzerland,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Spain->UnitedKingdom,0.40,0.00,1.10,0.10,0.00,0.00,0.00
Malaysia->Colombia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Malaysia->USA,0.20,0.00,0.10,0.00,0.00,0.00,0.00
Sweden->Netherlands,0.00,0.30,0.30,0.10,0.00,0.00,0.00
Switzerland->Bangladesh,0.10,0.00,0.30,0.00,0.00,0.00,0.00
Morocco->Luxembourg,0.00,0.08,0.14,0.00,0.00,0.00,0.00
Morocco->Switzerland,0.10,0.00,0.56,0.00,0.00,0.00,0.00
France->Austria,0.00,0.10,0.89,0.29,0.00,0.00,0.00
Taiwan->Canada,0.10,0.13,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Russia,0.00,0.10,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Sweden,0.00,0.90,0.70,0.10,0.00,0.00,0.00
UnitedArabEmirates->USA,0.00,0.01,0.30,0.20,0.00,0.00,0.00
France->Canada,0.00,0.50,1.29,0.29,0.00,0.00,0.00
France->Belgium,0.00,0.10,0.30,0.28,0.00,0.00,0.00
France->Finland,0.00,0.20,1.29,0.29,0.00,0.00,0.00
France->Jordan,0.00,0.00,0.30,0.30,0.00,0.00,0.00
France->Chile,0.20,0.10,0.60,0.20,0.00,0.00,0.00
France->Denmark,0.00,0.13,0.98,0.20,0.00,0.00,0.00
Denmark->Austria,0.00,0.10,0.30,0.50,0.00,0.00,0.00
Denmark->Israel,0.00,0.13,0.70,0.40,0.00,0.00,0.00
Israel->Jordan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Denmark->Colombia,0.00,0.22,0.70,0.33,0.00,0.00,0.00
Denmark->Netherlands,0.10,0.13,0.40,0.10,0.00,0.00,0.00
Denmark->France,0.00,0.30,0.90,0.20,0.00,0.00,0.00
USA->Germany,0.00,0.00,0.40,0.40,0.00,0.00,0.00
USA->Iceland,0.00,0.00,0.10,0.10,0.00,0.00,0.00
USA->Jordan,0.00,0.00,0.40,0.00,0.00,0.00,0.00
USA->Georgia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Poland->UnitedArabEmirates,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Poland->Sweden,0.10,0.20,0.30,0.10,0.00,0.00,0.00
Netherlands->Israel,0.00,0.40,0.40,0.00,0.00,0.00,0.00
Netherlands->Jordan,0.00,0.00,0.90,0.10,0.00,0.00,0.00
Netherlands->Uruguay,0.00,0.00,0.40,0.10,0.00,0.00,0.00
Norway->Taiwan,0.10,0.20,0.41,0.10,0.00,0.00,0.00
Norway->USA,0.10,0.00,0.51,0.40,0.00,0.00,0.00
Switzerland->Russia,0.10,0.60,0.86,0.20,0.00,0.00,0.00
Switzerland->France,0.20,0.00,1.48,0.00,0.00,0.00,0.00
Switzerland->Luxembourg,0.00,0.02,0.92,0.20,0.00,0.00,0.00
Luxembourg->Greece,0.00,0.00,0.40,0.00,0.00,0.00,0.00
UnitedKingdom->Portugal,0.10,0.10,0.40,0.20,0.00,0.00,0.00
Portugal->Morocco,0.00,0.12,0.10,0.00,0.00,0.00,0.00
Portugal->NewZealand,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Portugal->Italy,0.00,0.20,0.70,0.00,0.00,0.00,0.00
Portugal->Spain,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Portugal->Hungary,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Portugal->Colombia,0.00,0.00,0.70,0.10,0.00,0.00,0.00
Portugal->Jordan,0.00,0.00,0.70,0.00,0.00,0.00,0.00
Japan->Jordan,0.00,0.10,0.80,0.50,0.00,0.00,0.00
Greece->Poland,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Greece->Argentina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Hungary,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Taiwan,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Turkey->Kazakhstan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Morocco->Belgium,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Chile,0.00,0.10,0.30,0.00,0.00,0.00,0.00
UnitedKingdom->UnitedArabEmirates,0.00,0.00,0.30,0.30,0.00,0.00,0.00
Israel->Hungary,0.00,0.10,0.20,0.10,0.00,0.00,0.00
Israel->Austria,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Canada->Denmark,0.00,0.10,0.21,0.10,0.00,0.00,0.00
Canada->Norway,0.10,0.00,0.21,0.00,0.00,0.00,0.00
Canada->France,0.00,0.00,0.21,0.41,0.00,0.00,0.00
Canada->Netherlands,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Canada->Colombia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Colombia->France,0.00,0.00,0.39,0.00,0.00,0.00,0.00
Spain->Georgia,0.10,0.00,1.30,0.10,0.00,0.00,0.00
UnitedKingdom->Thailand,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Argentina->Portugal,0.00,0.10,0.20,0.02,0.00,0.00,0.00
Argentina->Luxembourg,0.00,0.00,0.10,0.02,0.00,0.00,0.00
Oman->Germany,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Russia->Chile,0.20,0.08,0.30,0.10,0.00,0.00,0.00
Argentina->Poland,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Belgium->Chile,0.00,0.20,0.38,0.40,0.00,0.00,0.00
Chile->DemocraticRepublicoftheCongo,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Switzerland->Belgium,0.10,0.30,1.10,0.20,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Portugal,0.00,0.00,0.18,0.11,0.00,0.00,0.00
DemocraticRepublicoftheCongo->NewZealand,0.00,0.00,0.10,0.00,0.00,0.00,0.00
USA->Japan,0.20,0.40,0.20,0.00,0.00,0.00,0.00
Japan->Canada,0.00,0.10,0.90,0.10,0.00,0.00,0.00
Japan->Colombia,0.10,0.10,0.50,0.20,0.00,0.00,0.00
SaudiArabia->Brazil,0.00,0.20,0.50,0.50,0.00,0.00,0.00
Uruguay->Mexico,0.00,0.13,0.53,0.10,0.00,0.00,0.00
Uruguay->Colombia,0.00,0.10,0.50,0.10,0.00,0.00,0.00
Singapore->NewZealand,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Oman->India,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Israel->Vietnam,0.00,0.10,0.10,0.00,0.00,0.00,0.00
USA->Greece,0.00,0.10,0.20,0.00,0.00,0.00,0.00
USA->Finland,0.00,0.00,0.40,0.30,0.00,0.00,0.00
Turkey->Norway,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Netherlands->Taiwan,0.10,0.00,0.40,0.10,0.00,0.00,0.00
Portugal->Brazil,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Portugal->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Portugal->Austria,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Austria->Mexico,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Austria->Germany,0.20,0.40,0.60,0.00,0.00,0.00,0.00
Austria->Netherlands,0.00,0.10,0.50,0.30,0.00,0.00,0.00
Austria->Georgia,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Netherlands->Italy,0.00,0.18,0.40,0.00,0.00,0.00,0.00
Bangladesh->Australia,0.00,0.10,0.30,0.60,0.10,0.00,0.00
Bangladesh->Japan,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Chile,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Morocco,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Jordan->Hungary,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Jordan->UnitedKingdom,0.00,0.30,0.20,0.00,0.00,0.00,0.00
Jordan->NewZealand,0.00,0.10,0.20,0.10,0.00,0.00,0.00
Jordan->Japan,0.00,0.10,0.10,0.10,0.00,0.00,0.00
Jordan->Portugal,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Jordan->CzechRepublic,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Belgium->SouthAfrica,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Belgium->Colombia,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Switzerland->Denmark,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Spain->Argentina,0.50,0.20,1.50,0.50,0.00,0.00,0.00
Spain->USA,0.10,0.10,0.30,0.00,0.00,0.00,0.00
Belgium->Denmark,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Belgium->USA,0.00,0.17,0.10,0.00,0.00,0.00,0.00
Hungary->Portugal,0.00,0.20,0.20,0.07,0.00,0.00,0.00
Portugal->Belgium,0.00,0.10,0.70,0.10,0.00,0.00,0.00
Switzerland->Brazil,0.10,0.20,0.56,0.00,0.00,0.00,0.00
Malaysia->Chile,0.00,0.10,0.40,0.00,0.00,0.00,0.00
Spain->Netherlands,0.10,0.10,0.30,0.00,0.00,0.00,0.00
Russia->Poland,0.00,0.20,0.91,0.10,0.00,0.00,0.00
USA->Belgium,0.00,0.10,0.50,0.30,0.00,0.00,0.00
Belgium->CzechRepublic,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Belgium->Australia,0.10,0.00,0.17,0.20,0.00,0.00,0.00
Australia->Italy,0.00,0.30,0.00,0.10,0.00,0.00,0.00
Australia->Austria,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Sweden->UnitedKingdom,0.00,0.10,0.60,0.30,0.10,0.00,0.00
Morocco->Portugal,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Portugal->Oman,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Oman->Poland,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Bangladesh->Greece,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Uganda->Senegal,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Uganda->Bangladesh,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Uganda->SaudiArabia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Malaysia->Iceland,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Australia->Israel,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Australia->Bangladesh,0.00,0.30,0.20,0.10,0.00,0.00,0.00
Australia->Hungary,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Uruguay->UnitedKingdom,0.00,0.00,0.20,0.40,0.00,0.00,0.00
UnitedKingdom->DemocraticRepublicoftheCongo,0.20,0.10,0.00,0.20,0.00,0.00,0.00
Russia->Germany,0.00,0.20,0.30,0.70,0.00,0.00,0.00
Russia->Mexico,0.00,0.00,0.20,0.10,0.00,0.00,0.00
China->Iceland,0.50,0.10,0.10,0.52,0.00,0.00,0.00
Turkey->SaudiArabia,0.00,0.10,0.00,0.40,0.00,0.00,0.00
Turkey->Latvia,0.00,0.00,0.20,0.80,0.00,0.00,0.00
SaudiArabia->Russia,0.00,0.20,0.40,0.40,0.00,0.00,0.00
UnitedKingdom->Oman,0.00,0.20,0.30,0.10,0.00,0.00,0.00
UnitedKingdom->Austria,0.00,0.10,0.46,0.10,0.00,0.00,0.00
Italy->Vietnam,0.00,0.00,0.70,0.20,0.00,0.00,0.00
Italy->Georgia,0.10,0.20,0.33,0.20,0.00,0.00,0.00
France->Senegal,0.00,0.10,1.20,1.30,0.00,0.00,0.00
Israel->Kazakhstan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Israel->NewZealand,0.00,0.10,0.20,0.40,0.00,0.00,0.00
SaudiArabia->Finland,0.00,0.10,0.00,0.70,0.00,0.00,0.00
SaudiArabia->Austria,0.00,0.10,0.50,0.60,0.00,0.00,0.00
USA->BosniaandHerzegovina,0.00,0.00,0.00,0.40,0.00,0.00,0.00
Finland->Sweden,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Sweden->Austria,0.00,0.00,0.18,0.30,0.00,0.00,0.00
Bangladesh->Denmark,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Germany->Canada,0.10,0.00,1.70,0.40,0.00,0.00,0.00
Germany->UnitedKingdom,0.10,0.30,0.90,0.60,0.00,0.00,0.00
Jordan->Greece,0.00,0.20,0.00,0.70,0.00,0.00,0.00
Jordan->Netherlands,0.10,0.20,0.00,0.70,0.00,0.00,0.00
Brazil->Uruguay,0.00,0.00,0.50,0.20,0.00,0.00,0.00
Switzerland->USA,0.20,0.20,0.51,0.10,0.00,0.00,0.00
Switzerland->NewZealand,0.00,0.10,0.10,0.40,0.00,0.00,0.00
Switzerland->Taiwan,0.06,0.10,0.30,0.40,0.00,0.00,0.00
Kazakhstan->Spain,0.00,0.10,0.30,0.70,0.00,0.00,0.00
Malaysia->UnitedKingdom,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Malaysia->NewZealand,0.00,0.10,0.10,0.20,0.00,0.00,0.00
Poland->Kazakhstan,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Poland->Taiwan,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Italy->Argentina,0.00,0.01,0.40,0.20,0.00,0.00,0.00
Italy->Belgium,0.10,0.00,0.89,0.81,0.00,0.00,0.00
Italy->Jordan,0.10,0.00,0.20,0.30,0.00,0.00,0.00
Finland->UnitedKingdom,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Morocco->Israel,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Morocco->Mexico,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Greece->USA,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Greece->Canada,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Portugal->Canada,0.00,0.00,0.00,0.10,0.00,0.00,0.00
UnitedArabEmirates->Uganda,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Vietnam->Austria,0.10,0.10,0.80,0.10,0.00,0.00,0.00
Vietnam->Switzerland,0.10,0.00,0.70,0.10,0.00,0.00,0.00
UnitedKingdom->Colombia,0.00,0.10,0.10,0.40,0.00,0.00,0.00
Belgium->Morocco,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Belgium->Oman,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Russia->SouthAfrica,0.00,0.40,0.58,0.80,0.00,0.00,0.00
Argentina->Uruguay,0.00,0.00,0.00,0.70,0.00,0.00,0.00
Israel->USA,0.00,0.30,0.40,0.20,0.00,0.00,0.00
Turkey->Belgium,0.00,0.00,0.10,0.90,0.00,0.00,0.00
Norway->Argentina,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Norway->Netherlands,0.00,0.00,0.50,0.10,0.00,0.00,0.00
Poland->Chile,0.00,0.00,0.00,0.50,0.00,0.00,0.00
UnitedKingdom->Uganda,0.10,0.00,0.10,0.10,0.00,0.00,0.00
Spain->NewZealand,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Bangladesh->USA,0.00,0.10,0.20,0.20,0.00,0.00,0.00
Australia->Oman,0.00,0.10,0.10,0.60,0.00,0.00,0.00
Australia->Belgium,0.00,0.10,0.20,0.90,0.00,0.00,0.00
Austria->DemocraticRepublicoftheCongo,0.10,0.00,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Iceland,0.00,0.10,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Finland,0.00,0.30,0.30,0.21,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Colombia,0.00,0.10,0.00,0.10,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Sweden,0.00,0.00,0.19,0.01,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Canada,0.00,0.10,0.10,0.70,0.00,0.00,0.00
Australia->Singapore,0.06,0.10,0.10,0.00,0.00,0.00,0.00
Australia->Thailand,0.13,0.33,0.00,0.00,0.00,0.00,0.00
NewZealand->Israel,0.00,0.05,0.40,0.10,0.00,0.00,0.00
Denmark->USA,0.00,0.26,0.40,0.40,0.00,0.00,0.00
Australia->China,0.43,0.90,0.00,0.00,0.00,0.00,0.00
Australia->Malaysia,0.10,0.03,0.00,0.00,0.00,0.00,0.00
Thailand->Australia,0.40,0.80,0.00,0.00,0.00,0.00,0.00
Luxembourg->DemocraticRepublicoftheCongo,0.20,0.10,0.90,0.61,0.00,0.00,0.00
USA->Thailand,0.10,0.30,0.00,0.00,0.00,0.00,0.00
Thailand->China,0.60,0.30,0.00,0.00,0.00,0.00,0.00
Thailand->Malaysia,0.50,0.20,0.00,0.00,0.00,0.00,0.00
Thailand->SaudiArabia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Austria->Luxembourg,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Luxembourg->India,0.20,0.10,0.50,0.10,0.00,0.00,0.00
Luxembourg->Spain,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Luxembourg->Iceland,0.10,0.10,0.00,0.30,0.00,0.00,0.00
Luxembourg->Colombia,0.00,0.00,0.00,0.00,0.00,0.00,0.00
