,Branch length stretch,date,location,numdate
EPI_ISL_418998,2.0,2020-02-14,Singapore,2020.1399532233327
EPI_ISL_419000,2.0,2020-02-13,Singapore,2020.1373176505433
EPI_ISL_419168,1.7857400973359085,2020-03-17,France,2020.2242915525967
EPI_ISL_419179,1.0119400509840581,2020-03-22,France,2020.2374694165442
EPI_ISL_419211,1.0436739981031078,2020-02-23,Israel,2020.1636733784383
EPI_ISL_419214,2.0,2020-02-10,Hong Kong,2020.1294109321748
EPI_ISL_419221,1.2470662481065047,2020-02-11,Hong Kong,2020.1320465049641
EPI_ISL_419222,0.65323747143507804,2020-02-11,Hong Kong,2020.1320465049641
EPI_ISL_419228,2.0,2020-02-17,Hong Kong,2020.1478599417012
EPI_ISL_419241,0.95959378841051357,2020-02-19,Hong Kong,2020.1531310872801
EPI_ISL_419242,2.0,2020-02-23,Hong Kong,2020.1636733784383
EPI_ISL_419249,0.2346818584189522,2020-02-25,Hong Kong,2020.1689445240172
EPI_ISL_419250,2.0,2020-02-26,Hong Kong,2020.1715800968066
EPI_ISL_419252,0.28278321579685123,2020-02-26,Hong Kong,2020.1715800968066
EPI_ISL_419255,1.605803187350771,2020-03-23,Italy,2020.2401049893335
EPI_ISL_419296,2.0,2020-03-08,Japan,2020.2005713974911
EPI_ISL_419298,2.0,2020-03-10,Japan,2020.20584254307
EPI_ISL_419299,9.9999999596710351e-07,2020-03-09,Japan,2020.2032069717295
EPI_ISL_419300,2.0,2020-03-20,Japan,2020.2321982709652
EPI_ISL_419301,2.0,2020-03-11,Japan,2020.2084781158596
EPI_ISL_419302,2.0,2020-03-12,Japan,2020.211113688649
EPI_ISL_419303,2.0,2020-03-12,Japan,2020.211113688649
EPI_ISL_419304,2.0,2020-03-17,Japan,2020.2242915525967
EPI_ISL_419305,2.0,2020-03-18,Japan,2020.2269271253861
EPI_ISL_419306,2.0,2020-03-20,Japan,2020.2321982709652
EPI_ISL_419308,0.59390924480155505,2020-03-19,Japan,2020.2295626981756
EPI_ISL_419309,2.0,2020-03-12,Japan,2020.211113688649
EPI_ISL_419310,2.0,2020-03-13,Japan,2020.2137492614388
EPI_ISL_419311,1.0562417445850982,2020-03-13,Japan,2020.2137492614388
EPI_ISL_419541,2.0,2020-03-14,Germany,2020.2163848342282
EPI_ISL_419543,2.0,2020-03-15,Germany,2020.2190204070175
EPI_ISL_419545,2.0,2020-03-15,Germany,2020.2190204070175
EPI_ISL_419549,1.5092638399559406,2020-03-15,Germany,2020.2190204070175
EPI_ISL_419554,2.0,2020-02-26,USA,2020.1715800968066
EPI_ISL_419562,0.45167137709106742,2020-02-29,Luxembourg,2020.1794868151751
EPI_ISL_419569,2.0,2020-03-07,Luxembourg,2020.1979358247015
EPI_ISL_419570,2.0,2020-03-12,Luxembourg,2020.211113688649
EPI_ISL_419591,0.74189331255617075,2020-03-14,Luxembourg,2020.2163848342282
EPI_ISL_419595,2.0,2020-03-12,Luxembourg,2020.211113688649
EPI_ISL_419597,0.85999730389237572,2020-03-15,Luxembourg,2020.2190204070175
EPI_ISL_419606,1.5276984629091335,2020-03-11,Luxembourg,2020.2084781158596
EPI_ISL_419655,1.8851915763549514,2020-02-26,Austria,2020.1715800968066
EPI_ISL_419656,9.9999999596700102e-07,2020-02-26,Austria,2020.1715800982554
EPI_ISL_419687,0.39552758337756955,2020-02-27,Spain,2020.1742156695962
EPI_ISL_419689,2.0,2020-02-27,Spain,2020.1742156695962
EPI_ISL_419708,1.5032031000781869,2020-03-12,USA,2020.211113688649
EPI_ISL_419733,1.2194840513672121,2020-01-31,Australia,2020.1030552042796
EPI_ISL_419735,0.544930846456681,2020-02-24,Australia,2020.1663089512276
EPI_ISL_419741,2.0,2020-03-08,Australia,2020.2005713974911
EPI_ISL_419831,1.704277611124835,2020-02-21,Australia,2020.1584022328591
EPI_ISL_419832,0.75882769287415008,2020-02-21,Australia,2020.1584022328591
EPI_ISL_419834,2.0,2020-02-23,Australia,2020.1636733784383
EPI_ISL_419835,2.0,2020-02-24,Australia,2020.1663089512276
EPI_ISL_419871,2.0,2020-03-18,Australia,2020.2269271253861
EPI_ISL_419875,0.89501598744172639,2020-03-18,Australia,2020.2269271253861
EPI_ISL_419926,2.0,2020-03-21,Australia,2020.2348338437546
EPI_ISL_420030,2.0,2020-03-21,Democratic Republic of the Congo,2020.2348338437546
EPI_ISL_420032,0.65505580825512422,2020-03-22,Democratic Republic of the Congo,2020.2374694165442
EPI_ISL_420034,2.0,2020-03-22,Democratic Republic of the Congo,2020.2374694165442
EPI_ISL_420035,2.0,2020-03-22,Democratic Republic of the Congo,2020.2374694165442
EPI_ISL_420048,0.41671679016852708,2020-03-18,France,2020.2269271253861
EPI_ISL_420069,2.0,2020-03-17,Senegal,2020.2242915525967
EPI_ISL_420070,0.89583382407608825,2020-03-17,Senegal,2020.2242915525967
EPI_ISL_420072,0.89155687759735858,2020-03-18,Senegal,2020.2269271253861
EPI_ISL_420073,0.42763738641329313,2020-03-19,Senegal,2020.2295626981756
EPI_ISL_420074,1.4034856642667319,2020-03-20,Senegal,2020.2321982709652
EPI_ISL_420076,2.0,2020-03-20,Senegal,2020.2321982709652
EPI_ISL_420077,2.0,2020-03-20,Senegal,2020.2321982709652
EPI_ISL_420078,1.68171311123489,2020-03-20,Senegal,2020.2321982709652
EPI_ISL_420117,2.0,2020-03-09,Spain,2020.2032069702807
EPI_ISL_420123,2.0,2020-03-09,Spain,2020.2032069702807
EPI_ISL_420135,9.9999999596787177e-07,2020-02-28,Norway,2020.1768512438346
EPI_ISL_420136,2.0,2020-03-04,Norway,2020.190029106333
EPI_ISL_420139,0.72133478193538103,2020-03-05,Norway,2020.1926646791228
EPI_ISL_420140,2.0,2020-03-28,Georgia,2020.2532828532812
EPI_ISL_420142,0.70021532683751286,2020-03-30,Georgia,2020.25855399886
EPI_ISL_420143,2.0,2020-03-10,Norway,2020.20584254307
EPI_ISL_420144,2.0,2020-04-01,Georgia,2020.2638251444391
EPI_ISL_420146,2.0,2020-03-11,Norway,2020.2084781158596
EPI_ISL_420150,9.9999999596786753e-07,2020-03-09,Norway,2020.2032069717295
EPI_ISL_420151,2.0,2020-03-17,Norway,2020.2242915525967
EPI_ISL_420153,2.0,2020-03-16,Norway,2020.2216559798071
EPI_ISL_420310,0.29954391111142709,2020-03-16,Norway,2020.2216559798071
EPI_ISL_420311,0.39838313813833864,2020-03-18,Norway,2020.2269271253861
EPI_ISL_420312,2.0,2020-03-18,Norway,2020.2269271253861
EPI_ISL_420313,1.1863727662504433,2020-03-10,Norway,2020.20584254307
EPI_ISL_420346,1.1644494040417264,2020-03-09,Belgium,2020.2032069702807
EPI_ISL_420365,0.39088355702301908,2020-03-19,Belgium,2020.2295626981756
EPI_ISL_420393,2.0,2020-03-24,Belgium,2020.2427405621231
EPI_ISL_420399,2.0,2020-03-24,Belgium,2020.2427405621231
EPI_ISL_420409,0.90731617944968823,2020-03-25,Belgium,2020.2453761349127
EPI_ISL_420416,0.44867695634756094,2020-03-23,Belgium,2020.2401049893335
EPI_ISL_420455,1.1429269177828245,2020-03-04,Hong Kong,2020.190029106333
EPI_ISL_420456,0.81738108611853799,2020-02-22,Australia,2020.1610378056487
EPI_ISL_420543,0.87100418799338819,2020-03-03,India,2020.1873935335436
EPI_ISL_420547,2.0,2020-03-03,India,2020.1873935335436
EPI_ISL_420553,0.50461536713093669,2020-03-03,India,2020.1873935335436
EPI_ISL_420563,2.0,2020-03-18,Italy,2020.2269271253861
EPI_ISL_420598,2.0,2020-03-22,Argentina,2020.2374694165442
EPI_ISL_420599,0.7474477520141336,2020-03-18,Argentina,2020.2269271253861
EPI_ISL_420600,2.0,2020-03-07,Argentina,2020.1979358247015
EPI_ISL_420611,1.468743670638557,2020-03-23,France,2020.2401049893335
EPI_ISL_420630,2.0,2020-03-23,USA,2020.2401049893335
EPI_ISL_420789,2.0,2020-03-01,USA,2020.1821223879645
EPI_ISL_420799,2.0,2020-02-27,South Korea,2020.1742156695962
EPI_ISL_420800,2.0,2020-02-29,South Korea,2020.1794868151751
EPI_ISL_420838,2.0,2020-03-22,Democratic Republic of the Congo,2020.2374694165442
EPI_ISL_420839,2.0,2020-03-22,Democratic Republic of the Congo,2020.2374694165442
EPI_ISL_420841,0.096762669444867166,2020-03-22,Democratic Republic of the Congo,2020.2374694165442
EPI_ISL_420847,0.95023283747398757,2020-03-26,Democratic Republic of the Congo,2020.2480117077021
EPI_ISL_420849,2.0,2020-03-28,Democratic Republic of the Congo,2020.2532828532812
EPI_ISL_420853,0.76512414143781393,2020-03-26,Democratic Republic of the Congo,2020.2480117077021
EPI_ISL_420854,2.0,2020-03-25,Democratic Republic of the Congo,2020.2453761349127
EPI_ISL_420889,1.3648172210421994,2020-02-14,Japan,2020.1399532233327
EPI_ISL_420890,1.4502100728125629,2020-03-09,Japan,2020.2032069702807
EPI_ISL_420905,2.0,2020-03-16,Germany,2020.2216559798071
EPI_ISL_420906,1.5522858996739284,2020-03-16,Germany,2020.2216559798071
EPI_ISL_420912,2.0,2020-03-21,Germany,2020.2348338437546
EPI_ISL_421204,2.0,2020-03-31,Belgium,2020.2611895716498
EPI_ISL_421214,0.29760111114212578,2020-03-30,Belgium,2020.25855399886
EPI_ISL_421233,2.0,2020-01-21,China,2020.0766994763849
EPI_ISL_421235,0.86922838310760842,2020-01-20,China,2020.0740639035951
EPI_ISL_421241,0.99186060053461611,2020-01-30,China,2020.1004196314902
EPI_ISL_421275,0.23986426257179114,2020-03-18,Russia,2020.2269271253861
EPI_ISL_421417,2.0,2020-03-17,USA,2020.2242915525967
EPI_ISL_421448,2.0,2020-03-18,Portugal,2020.2269271253861
EPI_ISL_421477,0.56901841375098727,2020-03-21,Portugal,2020.2348338437546
EPI_ISL_421495,1.9637551669563733,2020-03-23,Portugal,2020.2401049893335
EPI_ISL_421503,1.2230183729160309,2020-03-12,France,2020.211113688649
EPI_ISL_421506,0.80351798107810457,2020-03-21,France,2020.2348338437546
EPI_ISL_421550,1.7383584363764177,2020-03-16,USA,2020.2216559798071
EPI_ISL_421573,2.0,2020-03-31,South Africa,2020.2611895716498
EPI_ISL_421574,2.0,2020-04-01,South Africa,2020.2638251444391
EPI_ISL_421575,2.0,2020-04-01,South Africa,2020.2638251444391
EPI_ISL_421576,0.54542954674558963,2020-04-01,South Africa,2020.2638251444391
EPI_ISL_421651,0.32874027801164496,2020-03-22,Taiwan,2020.2374694165442
EPI_ISL_421653,1.0117646249422492,2020-03-25,Latvia,2020.2453761349127
EPI_ISL_421654,0.83688827816694844,2020-03-25,Latvia,2020.2453761349127
EPI_ISL_421655,1.332493641472966,2020-03-25,Latvia,2020.2453761349127
EPI_ISL_421656,0.62835845552634095,2020-03-25,Latvia,2020.2453761349127
EPI_ISL_421665,0.33663109156838045,2020-03-10,India,2020.20584254307
EPI_ISL_421752,2.0,2020-03-17,Luxembourg,2020.2242915525967
EPI_ISL_421756,1.5898573210980276,2020-03-17,Luxembourg,2020.2242915525967
EPI_ISL_421760,2.0,2020-03-17,Luxembourg,2020.2242915525967
EPI_ISL_421915,1.0662114370932105,2020-03-27,United Kingdom,2020.2506472804914
EPI_ISL_421946,2.0,2020-03-31,United Kingdom,2020.2611895716498
EPI_ISL_422053,0.44310208911781518,2020-03-24,United Kingdom,2020.2427405621231
EPI_ISL_422410,0.89880587220816954,2020-03-13,Taiwan,2020.2137492614388
EPI_ISL_422412,2.0,2020-03-14,Taiwan,2020.2163848342282
EPI_ISL_422416,2.0,2020-03-18,Taiwan,2020.2269271253861
EPI_ISL_422419,0.63364851694671487,2020-03-19,Taiwan,2020.2295626981756
EPI_ISL_422421,0.38860731422459832,2020-03-19,Taiwan,2020.2295626981756
EPI_ISL_422428,2.0,2020-02-06,Singapore,2020.1188686410167
EPI_ISL_422429,2.0,2020-02-16,Singapore,2020.1452243689118
EPI_ISL_422430,2.0,2020-03-13,Singapore,2020.2137492614388
EPI_ISL_422432,1.6199813377902934,2020-03-31,Singapore,2020.2611895716498
EPI_ISL_422434,2.0,2020-03-31,Singapore,2020.2611895716498
EPI_ISL_422437,2.0,2020-03-25,Italy,2020.2453761349127
EPI_ISL_422576,2.0,2020-03-30,Netherlands,2020.25855399886
EPI_ISL_422612,0.48021143338008832,2020-04-01,Netherlands,2020.2638251444391
EPI_ISL_422629,2.0,2020-03-31,Netherlands,2020.2611895716498
EPI_ISL_422665,1.3166422229975629,2020-03-16,Netherlands,2020.2216559798071
EPI_ISL_422685,0.38627070906710781,2020-03-19,Netherlands,2020.2295626981756
EPI_ISL_422688,1.1365009634265966,2020-03-20,Netherlands,2020.2321982709652
EPI_ISL_422750,0.89722828064873972,2020-03-25,Netherlands,2020.2453761349127
EPI_ISL_422805,2.0,2020-03-08,Netherlands,2020.2005713974911
EPI_ISL_422893,1.3093269561775531,2020-03-19,Netherlands,2020.2295626981756
EPI_ISL_422913,0.24477826684866411,2020-03-18,Netherlands,2020.2269271253861
EPI_ISL_422952,0.54786382453928761,2020-03-27,Netherlands,2020.2506472804914
EPI_ISL_423438,2.0,2020-03-30,United Kingdom,2020.25855399886
EPI_ISL_423653,0.57066825380889818,2020-03-23,United Kingdom,2020.2401049893335
EPI_ISL_424342,2.0,2020-03-07,Italy,2020.1979358247015
EPI_ISL_424345,0.75061997723065699,2020-03-12,Mexico,2020.211113688649
EPI_ISL_424352,0.93969624557633502,2020-03-10,China,2020.20584254307
EPI_ISL_424357,2.0,2020-01-28,China,2020.0951484859113
EPI_ISL_424384,0.55804940170556905,2020-03-19,Iceland,2020.2295626981756
EPI_ISL_424393,1.819164460750661,2020-03-19,Iceland,2020.2295626981756
EPI_ISL_424396,0.81128368704596598,2020-03-19,Iceland,2020.2295626981756
EPI_ISL_424485,0.96194220697961841,2020-03-20,Iceland,2020.2321982709652
EPI_ISL_424535,0.70257254144700221,2020-03-21,Iceland,2020.2348338437546
EPI_ISL_424572,2.0,2020-03-26,Iceland,2020.2480117077021
EPI_ISL_424576,2.0,2020-03-27,Iceland,2020.2506472804914
EPI_ISL_424577,1.1182925533756987,2020-03-27,Iceland,2020.2506472804914
EPI_ISL_424626,0.51406069710306956,2020-03-15,Mexico,2020.2190204070175
EPI_ISL_424627,0.22720091228097947,2020-03-16,Mexico,2020.2216559798071
EPI_ISL_424647,0.86959719296691884,2020-04-04,Belgium,2020.2717318628077
EPI_ISL_424658,1.7510179430206949,2020-04-05,Belgium,2020.274367435597
EPI_ISL_424661,0.47892665624414527,2020-04-05,Belgium,2020.274367435597
EPI_ISL_424667,2.0,2020-03-04,Mexico,2020.190029106333
EPI_ISL_424670,2.0,2020-03-10,Mexico,2020.20584254307
EPI_ISL_424673,0.29369136471353491,2020-03-12,Mexico,2020.211113688649
EPI_ISL_424703,2.0,2020-03-15,Sweden,2020.2190204070175
EPI_ISL_424731,0.31088303246084764,2020-03-13,Mexico,2020.2137492614388
EPI_ISL_424849,2.0,2020-03-09,USA,2020.2032069702807
EPI_ISL_424974,2.0,2020-03-18,Taiwan,2020.2269271253861
EPI_ISL_425117,2.0,2020-02-23,South Korea,2020.1636733784383
EPI_ISL_425118,2.0,2020-01-30,South Korea,2020.1004196314902
EPI_ISL_425122,1.676780861429684,2020-03-16,Germany,2020.2216559798071
EPI_ISL_425125,2.0,2020-03-18,Germany,2020.2269271253861
EPI_ISL_425132,0.73849944466311113,2020-03-23,Germany,2020.2401049893335
EPI_ISL_425138,0.85047252870071743,2020-03-19,Germany,2020.2295626981756
EPI_ISL_425140,1.0134156974077442,2020-03-20,Germany,2020.2321982709652
EPI_ISL_425177,2.0,2020-01-23,Canada,2020.0819706219636
EPI_ISL_425178,2.0,2020-02-28,Spain,2020.1768512423857
EPI_ISL_425229,0.62925277367193722,2020-03-19,Czech Republic,2020.2295626981756
EPI_ISL_425702,0.87231236807525703,2020-03-17,United Kingdom,2020.2242915525967
EPI_ISL_426051,0.22947416084429381,2020-03-20,Czech Republic,2020.2321982709652
EPI_ISL_426163,0.39326496117779808,2020-02-23,South Korea,2020.1636733784383
EPI_ISL_426166,2.0,2020-02-04,South Korea,2020.1135974954377
EPI_ISL_426169,2.0,2020-02-05,South Korea,2020.1162330682273
EPI_ISL_426171,0.57463141491559167,2020-02-05,South Korea,2020.1162330682273
EPI_ISL_426180,0.57463141491559167,2020-02-05,South Korea,2020.1162330682273
EPI_ISL_426181,0.45613045502743588,2020-02-23,South Korea,2020.1636733784383
EPI_ISL_426183,0.57714600021553941,2020-02-23,South Korea,2020.1636733784383
EPI_ISL_426285,2.0,2020-03-30,Latvia,2020.25855399886
EPI_ISL_426286,2.0,2020-03-30,Latvia,2020.25855399886
EPI_ISL_426287,1.5982573513557359,2020-03-30,Latvia,2020.25855399886
EPI_ISL_426288,1.6208492889926831,2020-03-30,Latvia,2020.25855399886
EPI_ISL_426289,0.81505391234249225,2020-03-30,Latvia,2020.25855399886
EPI_ISL_426356,0.7718011876417874,2020-03-21,Czech Republic,2020.2348338437546
EPI_ISL_426357,2.0,2020-03-18,Czech Republic,2020.2269271253861
EPI_ISL_426359,2.0,2020-03-17,Czech Republic,2020.2242915525967
EPI_ISL_426360,2.0,2020-03-18,Czech Republic,2020.2269271253861
EPI_ISL_426363,2.0,2020-03-12,Mexico,2020.211113688649
EPI_ISL_426364,2.0,2020-03-12,Mexico,2020.211113688649
EPI_ISL_426365,0.50476329121158992,2020-03-12,Mexico,2020.211113688649
EPI_ISL_426482,1.056809326775844,2020-03-17,Uruguay,2020.2242915525967
EPI_ISL_426580,2.0,2020-03-13,Brazil,2020.2137492614388
EPI_ISL_426629,0.47221841730284647,2020-02-07,Taiwan,2020.1215042138062
EPI_ISL_426718,0.52488626076893385,2020-03-25,Australia,2020.2453761349127
EPI_ISL_426772,1.4661165845405286,2020-03-24,Australia,2020.2427405621231
EPI_ISL_426806,1.4904575768606612,2020-03-24,Australia,2020.2427405621231
EPI_ISL_426856,2.0,2020-03-25,Australia,2020.2453761349127
EPI_ISL_426883,0.43612692922193669,2020-03-27,Czech Republic,2020.2506472804914
EPI_ISL_426884,2.0,2020-03-27,Czech Republic,2020.2506472804914
EPI_ISL_426887,1.4915232979331967,2020-03-31,Czech Republic,2020.2611895716498
EPI_ISL_426888,1.099223163085683,2020-03-31,Czech Republic,2020.2611895716498
EPI_ISL_426889,1.2442429226158602,2020-04-02,Czech Republic,2020.2664607172285
EPI_ISL_426890,0.6300736630891729,2020-03-26,Czech Republic,2020.2480117077021
EPI_ISL_426891,0.46208589911478998,2020-03-26,Czech Republic,2020.2480117077021
EPI_ISL_426892,2.0,2020-03-27,Czech Republic,2020.2506472804914
EPI_ISL_426893,2.0,2020-03-27,Czech Republic,2020.2506472804914
EPI_ISL_426894,9.9999999596700102e-07,2020-03-27,Czech Republic,2020.2506472819402
EPI_ISL_426895,2.0,2020-03-27,Czech Republic,2020.2506472804914
EPI_ISL_426896,1.8191644609004163,2020-03-28,Czech Republic,2020.2532828532812
EPI_ISL_426897,2.0,2020-03-29,Czech Republic,2020.2559184260706
EPI_ISL_426910,0.54465509861429728,2020-03-28,Australia,2020.2532828532812
EPI_ISL_426961,2.0,2020-03-27,Australia,2020.2506472804914
EPI_ISL_427002,1.1684341263417286,2020-03-27,Australia,2020.2506472804914
EPI_ISL_427111,1.7262668061313104,2020-04-04,Australia,2020.2717318628077
EPI_ISL_427133,0.57759121165844396,2020-04-06,Australia,2020.2770030083866
EPI_ISL_427297,2.0,2020-03-23,Brazil,2020.2401049893335
EPI_ISL_427298,2.0,2020-03-22,Brazil,2020.2374694165442
EPI_ISL_427301,1.5150602988185797,2020-03-11,Brazil,2020.2084781158596
EPI_ISL_427303,0.25030338687446263,2020-03-25,Brazil,2020.2453761349127
EPI_ISL_427306,0.4802929373523761,2020-03-10,Brazil,2020.20584254307
EPI_ISL_427308,1.0487216636188237,2020-03-24,Russia,2020.2427405621231
EPI_ISL_427311,2.0,2020-03-29,Russia,2020.2559184260706
EPI_ISL_427325,2.0,2020-04-07,Russia,2020.279638581176
EPI_ISL_427333,0.76346796471538947,2020-04-07,Russia,2020.279638581176
EPI_ISL_427338,2.0,2020-03-25,Russia,2020.2453761349127
EPI_ISL_427383,0.51188658692790645,2020-04-08,Belgium,2020.2822741539655
EPI_ISL_427391,1.4588555835940056,2020-04-13,Turkey,2020.295452017913
EPI_ISL_427445,0.51574862670595334,2020-04-12,USA,2020.2928164451237
EPI_ISL_427643,9.9999999596694427e-07,2020-02-28,Australia,2020.1768512438346
EPI_ISL_427784,0.72903214827340035,2020-03-20,Australia,2020.2321982709652
EPI_ISL_427809,0.34935870401563351,2020-02-26,South Korea,2020.1715800968066
EPI_ISL_427810,0.97553622662767436,2020-02-18,South Korea,2020.1504955144906
EPI_ISL_427812,2.0,2020-02-19,South Korea,2020.1531310872801
EPI_ISL_427813,2.0,2020-02-18,South Korea,2020.1504955144906
EPI_ISL_427815,0.38617418839097278,2020-04-07,Russia,2020.279638581176
EPI_ISL_428229,0.99654171186616192,2020-03-18,Taiwan,2020.2269271253861
EPI_ISL_428346,1.6323050366974072,2020-04-17,Turkey,2020.3059943090709
EPI_ISL_428347,0.24485451405565803,2020-03-23,France,2020.2401049893335
EPI_ISL_428368,2.0,2020-04-16,Turkey,2020.3033587362816
EPI_ISL_428443,0.28531694982915734,2020-01-21,China,2020.0766994763849
EPI_ISL_428484,0.98357317788619536,2020-04-10,India,2020.2875452995445
EPI_ISL_428488,9.9999999596692902e-07,2020-01-31,Taiwan,2020.1030552057139
EPI_ISL_428489,2.3587572094365223e-08,2020-01-31,Taiwan,2020.1030552057139
EPI_ISL_428686,1.1263140835990391,2020-03-22,Spain,2020.2374694165442
EPI_ISL_428713,0.61359629309336172,2020-03-18,Turkey,2020.2269271253861
EPI_ISL_428718,1.5056712977868953,2020-03-19,Turkey,2020.2295626981756
EPI_ISL_428723,1.327070049187228,2020-03-22,Turkey,2020.2374694165442
EPI_ISL_428798,2.0,2020-04-05,USA,2020.274367435597
EPI_ISL_428822,2.0,2020-02-16,Singapore,2020.1452243689118
EPI_ISL_428838,1.547136883155986,2020-04-08,Singapore,2020.2822741539655
EPI_ISL_428842,2.0,2020-04-08,Singapore,2020.2822741539655
EPI_ISL_428844,2.0,2020-04-08,Singapore,2020.2822741539655
EPI_ISL_428845,2.0,2020-04-08,Singapore,2020.2822741539655
EPI_ISL_428854,2.0,2020-03-30,Italy,2020.25855399886
EPI_ISL_428861,1.2080766991538274,2020-03-11,Russia,2020.2084781158596
EPI_ISL_428864,1.1856565188280273,2020-03-11,Russia,2020.2084781158596
EPI_ISL_428865,1.6175449702451952,2020-03-11,Russia,2020.2084781158596
EPI_ISL_428870,9.9999999596694893e-07,2020-03-13,Russia,2020.2137492628874
EPI_ISL_428876,0.72542037002023441,2020-03-19,Russia,2020.2295626981756
EPI_ISL_428877,1.8715786633130147,2020-03-19,Russia,2020.2295626981756
EPI_ISL_428879,2.0,2020-03-19,Russia,2020.2295626981756
EPI_ISL_428887,9.9999999596705375e-07,2020-03-22,Russia,2020.2374694179928
EPI_ISL_428889,9.9999999596705375e-07,2020-03-22,Russia,2020.2374694179928
EPI_ISL_428895,1.0488046761867549,2020-03-24,Russia,2020.2427405621231
EPI_ISL_428908,2.0,2020-03-25,Russia,2020.2453761349127
EPI_ISL_428909,1.6398924411264919,2020-03-26,Russia,2020.2480117077021
EPI_ISL_428910,2.0,2020-03-31,Russia,2020.2611895716498
EPI_ISL_428914,2.0,2020-03-30,Russia,2020.25855399886
EPI_ISL_428925,0.79447984442830055,2020-03-28,Poland,2020.2532828532812
EPI_ISL_428926,2.0,2020-03-28,Poland,2020.2532828532812
EPI_ISL_428927,2.0,2020-03-28,Poland,2020.2532828532812
EPI_ISL_428929,2.0,2020-03-29,Poland,2020.2559184260706
EPI_ISL_428930,2.0,2020-03-29,Poland,2020.2559184260706
EPI_ISL_428932,0.79327180644545869,2020-03-28,Poland,2020.2532828532812
EPI_ISL_428945,2.0,2020-04-03,Luxembourg,2020.2690962900181
EPI_ISL_428949,2.0,2020-04-03,Luxembourg,2020.2690962900181
EPI_ISL_428959,1.3302052765316519,2020-04-01,Luxembourg,2020.2638251444391
EPI_ISL_428960,2.0,2020-04-02,Luxembourg,2020.2664607172285
EPI_ISL_429074,2.0,2020-02-07,China,2020.1215042138062
EPI_ISL_429076,2.0,2020-02-07,China,2020.1215042138062
EPI_ISL_429077,2.0,2020-02-07,China,2020.1215042138062
EPI_ISL_429088,2.0,2020-02-01,China,2020.1056907770692
EPI_ISL_429120,1.3034685325588349,2020-03-11,Sweden,2020.2084781158596
EPI_ISL_429131,2.0,2020-03-27,Sweden,2020.2506472804914
EPI_ISL_429136,0.32986694866245031,2020-03-04,Sweden,2020.190029106333
EPI_ISL_429137,1.0561755266663717,2020-03-04,Sweden,2020.190029106333
EPI_ISL_429141,2.0,2020-03-06,Sweden,2020.1953002519122
EPI_ISL_429158,0.90957605447568313,2020-03-10,Sweden,2020.20584254307
EPI_ISL_429165,2.0,2020-03-13,Thailand,2020.2137492614388
EPI_ISL_429166,2.0,2020-03-13,Thailand,2020.2137492614388
EPI_ISL_429169,1.7727339937746098,2020-03-17,Thailand,2020.2242915525967
EPI_ISL_429222,2.0,2020-04-07,Switzerland,2020.279638581176
EPI_ISL_429223,2.0,2020-04-07,Switzerland,2020.279638581176
EPI_ISL_429226,2.0,2020-03-17,Italy,2020.2242915525967
EPI_ISL_429232,2.0,2020-03-24,Italy,2020.2427405621231
EPI_ISL_429233,0.89016133101816841,2020-03-24,Italy,2020.2427405621231
EPI_ISL_429235,0.30489315545607937,2020-03-24,Italy,2020.2427405621231
EPI_ISL_429311,0.23257234333221499,2020-03-17,Denmark,2020.2242915525967
EPI_ISL_429352,2.0,2020-03-08,Denmark,2020.2005713974911
EPI_ISL_429358,2.0,2020-03-09,Denmark,2020.2032069702807
EPI_ISL_429378,2.0,2020-03-09,Denmark,2020.2032069702807
EPI_ISL_429395,2.0,2020-03-09,Denmark,2020.2032069702807
EPI_ISL_429534,2.0,2020-03-25,Denmark,2020.2453761349127
EPI_ISL_429555,9.999999959669593e-07,2020-03-25,Denmark,2020.2453761363613
EPI_ISL_429649,0.53230791599190685,2020-04-02,USA,2020.2664607172285
EPI_ISL_429669,1.8753622029562922,2020-03-13,Brazil,2020.2137492614388
EPI_ISL_429674,0.39354572670362392,2020-03-11,Brazil,2020.2084781158596
EPI_ISL_429679,0.51401283984155766,2020-03-16,Brazil,2020.2216559798071
EPI_ISL_429681,1.3914724490975263,2020-03-16,Brazil,2020.2216559798071
EPI_ISL_429706,9.9999999596701627e-07,2020-04-09,Luxembourg,2020.284909728204
EPI_ISL_429723,0.39692317535753113,2020-03-22,Luxembourg,2020.2374694165442
EPI_ISL_429732,0.54292653581482009,2020-03-23,Luxembourg,2020.2401049893335
EPI_ISL_429734,0.52037792787792614,2020-03-20,Luxembourg,2020.2321982709652
EPI_ISL_429739,0.48556043578636993,2020-04-09,Luxembourg,2020.2849097267551
EPI_ISL_429742,1.8589796231533902,2020-04-10,Luxembourg,2020.2875452995445
EPI_ISL_429749,2.0,2020-03-24,Luxembourg,2020.2427405621231
EPI_ISL_429766,0.98296720506336421,2020-03-23,Luxembourg,2020.2401049893335
EPI_ISL_429787,2.0,2020-03-22,Luxembourg,2020.2374694165442
EPI_ISL_429811,2.0,2020-03-12,Canada,2020.211113688649
EPI_ISL_429814,0.88813641665566989,2020-03-15,Canada,2020.2190204070175
EPI_ISL_429866,2.0,2020-03-16,Turkey,2020.2216559798071
EPI_ISL_429871,2.0,2020-03-23,Turkey,2020.2401049893335
EPI_ISL_429872,2.0,2020-03-25,Turkey,2020.2453761349127
EPI_ISL_429882,1.973414653210029,2020-03-29,Taiwan,2020.2559184260706
